Species	Symbol	Ensembl	Family	Protein	Entrez ID
Xenopus_tropicalis	description:oocyte	ENSXETG00000007273	zf-C2H2	ENSXETP00000015810;	-
Xenopus_tropicalis	csrnp2	ENSXETG00000009634	CSRNP_N	ENSXETP00000021220;	-
Xenopus_tropicalis	mycn	ENSXETG00000015485	bHLH	ENSXETP00000033800;ENSXETP00000063891;	-
Xenopus_tropicalis	creb3	ENSXETG00000024221	TF_bZIP	ENSXETP00000026141;ENSXETP00000052259;	-
Xenopus_tropicalis	DEAF1	ENSXETG00000033517	SAND	ENSXETP00000061855;	-
Xenopus_tropicalis	znf91	ENSXETG00000012506	zf-C2H2	ENSXETP00000053154;	-
Xenopus_tropicalis	cux2	ENSXETG00000011684	CUT	ENSXETP00000055442;	-
Xenopus_tropicalis	-	ENSXETG00000031310	zf-C2H2	ENSXETP00000033027;ENSXETP00000052628;ENSXETP00000058729;	-
Xenopus_tropicalis	ncoa1	ENSXETG00000021173	bHLH	ENSXETP00000045770;	-
Xenopus_tropicalis	crx	ENSXETG00000018775	TF_Otx	ENSXETP00000040682;	-
Xenopus_tropicalis	stat3	ENSXETG00000007642	STAT	ENSXETP00000016634;	-
Xenopus_tropicalis	tox4	ENSXETG00000017183	HMG	ENSXETP00000037458;	-
Xenopus_tropicalis	hoxc6	ENSXETG00000023479	Homeobox	ENSXETP00000050686;	-
Xenopus_tropicalis	znf507	ENSXETG00000013603	zf-C2H2	ENSXETP00000029814;	-
Xenopus_tropicalis	elf5	ENSXETG00000007560	ETS	ENSXETP00000053098;	-
Xenopus_tropicalis	zbtb14	ENSXETG00000002279	ZBTB	ENSXETP00000004859;ENSXETP00000004859;	-
Xenopus_tropicalis	olig3	ENSXETG00000022490	bHLH	ENSXETP00000048691;	-
Xenopus_tropicalis	-	ENSXETG00000032885	Pou	ENSXETP00000059598;	-
Xenopus_tropicalis	npas4	ENSXETG00000020576	bHLH	ENSXETP00000058667;ENSXETP00000044457;	-
Xenopus_tropicalis	patz1	ENSXETG00000004190	ZBTB	ENSXETP00000009079;ENSXETP00000009079;	-
Xenopus_tropicalis	myrfl	ENSXETG00000011388	NDT80/PhoG	ENSXETP00000024871;	-
Xenopus_tropicalis	-	ENSXETG00000032964	zf-C2H2	ENSXETP00000025419;	-
Xenopus_tropicalis	setdb1	ENSXETG00000008936	MBD	ENSXETP00000019584;	-
Xenopus_tropicalis	klf5	ENSXETG00000004715	zf-C2H2	ENSXETP00000010233;	-
Xenopus_tropicalis	mycl	ENSXETG00000010956	bHLH	ENSXETP00000061257;ENSXETP00000023946;	-
Xenopus_tropicalis	hoxb6	ENSXETG00000021987	Homeobox	ENSXETP00000047588;	-
Xenopus_tropicalis	znf341	ENSXETG00000021426	zf-C2H2	ENSXETP00000046327;	-
Xenopus_tropicalis	NR1H4	ENSXETG00000030372	THR-like	ENSXETP00000058736;	-
Xenopus_tropicalis	-	ENSXETG00000030392	zf-C2H2	ENSXETP00000058584;	-
Xenopus_tropicalis	-	ENSXETG00000011057	zf-BED	ENSXETP00000024167;	-
Xenopus_tropicalis	mta2	ENSXETG00000005633	zf-GATA	ENSXETP00000012433;	-
Xenopus_tropicalis	hmx2	ENSXETG00000027771	Homeobox	ENSXETP00000062259;ENSXETP00000057781;ENSXETP00000062758;	-
Xenopus_tropicalis	ikzf2	ENSXETG00000003127	zf-C2H2	ENSXETP00000006785;	-
Xenopus_tropicalis	hivep1	ENSXETG00000015441	zf-C2H2	ENSXETP00000033708;	-
Xenopus_tropicalis	nkx2-3	ENSXETG00000018430	Homeobox	ENSXETP00000039924;	-
Xenopus_tropicalis	hoxc8	ENSXETG00000023476	Homeobox	ENSXETP00000050682;	-
Xenopus_tropicalis	myt1	ENSXETG00000011499	zf-C2HC	ENSXETP00000025128;	-
Xenopus_tropicalis	-	ENSXETG00000031093	ARID	ENSXETP00000063212;	-
Xenopus_tropicalis	dmrta1	ENSXETG00000005462	DM	ENSXETP00000012020;	-
Xenopus_tropicalis	stat4	ENSXETG00000004662	STAT	ENSXETP00000010124;	-
Xenopus_tropicalis	-	ENSXETG00000023928	zf-C2H2	ENSXETP00000051618;	-
Xenopus_tropicalis	-	ENSXETG00000030297	zf-BED	ENSXETP00000010949;	-
Xenopus_tropicalis	HSF4	ENSXETG00000030007	HSF	ENSXETP00000063551;	-
Xenopus_tropicalis	tfap2c	ENSXETG00000012025	AP-2	ENSXETP00000026273;	-
Xenopus_tropicalis	trps1	ENSXETG00000016286	zf-GATA	ENSXETP00000035543;	-
Xenopus_tropicalis	description:gastrula	ENSXETG00000017336	zf-C2H2	ENSXETP00000037770;	-
Xenopus_tropicalis	klf15	ENSXETG00000011549	zf-C2H2	ENSXETP00000025282;	-
Xenopus_tropicalis	-	ENSXETG00000034026	zf-C2H2	ENSXETP00000062299;	-
Xenopus_tropicalis	nr5a2	ENSXETG00000000314	SF-like	ENSXETP00000000645;	-
Xenopus_tropicalis	klf11	ENSXETG00000007013	zf-C2H2	ENSXETP00000061459;ENSXETP00000015295;	-
Xenopus_tropicalis	irf10	ENSXETG00000002549	IRF	ENSXETP00000005437;	-
Xenopus_tropicalis	zbtb39	ENSXETG00000004417	ZBTB	ENSXETP00000009625;ENSXETP00000009625;	-
Xenopus_tropicalis	tp73	ENSXETG00000005019	P53	ENSXETP00000010981;	-
Xenopus_tropicalis	myod1	ENSXETG00000001320	bHLH	ENSXETP00000002819;	-
Xenopus_tropicalis	gbx1	ENSXETG00000011991	Homeobox	ENSXETP00000026215;	-
Xenopus_tropicalis	pbx3	ENSXETG00000000502	Homeobox	ENSXETP00000001073;	-
Xenopus_tropicalis	foxe3	ENSXETG00000016339	Fork_head	ENSXETP00000035662;	-
Xenopus_tropicalis	stat5b	ENSXETG00000000836	STAT	ENSXETP00000001864;	-
Xenopus_tropicalis	znf300	ENSXETG00000020215	zf-C2H2	ENSXETP00000052314;ENSXETP00000043621;	-
Xenopus_tropicalis	nfya	ENSXETG00000011865	NF-YA	ENSXETP00000025926;ENSXETP00000054632;	-
Xenopus_tropicalis	lin28b	ENSXETG00000013293	CSD	ENSXETP00000062958;ENSXETP00000029118;ENSXETP00000063969;	-
Xenopus_tropicalis	ONECUT2	ENSXETG00000031047	CUT	ENSXETP00000060434;	-
Xenopus_tropicalis	ZNF335	ENSXETG00000031992	zf-C2H2	ENSXETP00000059378;	-
Xenopus_tropicalis	znf827	ENSXETG00000023684	zf-C2H2	ENSXETP00000051105;	-
Xenopus_tropicalis	-	ENSXETG00000030406	THAP	ENSXETP00000034298;	-
Xenopus_tropicalis	usf2	ENSXETG00000022225	bHLH	ENSXETP00000048088;ENSXETP00000061997;	-
Xenopus_tropicalis	hes7	ENSXETG00000009083	bHLH	ENSXETP00000019921;ENSXETP00000063605;	-
Xenopus_tropicalis	znf653	ENSXETG00000016739	zf-C2H2	ENSXETP00000036503;	-
Xenopus_tropicalis	grhl2	ENSXETG00000006632	CP2	ENSXETP00000014534;	-
Xenopus_tropicalis	thibz	ENSXETG00000007922	TF_bZIP	ENSXETP00000017370;	-
Xenopus_tropicalis	gsx1	ENSXETG00000011784	Homeobox	ENSXETP00000025779;	-
Xenopus_tropicalis	RFX6	ENSXETG00000033810	RFX	ENSXETP00000063038;ENSXETP00000062110;	-
Xenopus_tropicalis	zfp36l1	ENSXETG00000016987	zf-CCCH	ENSXETP00000000238;ENSXETP00000037007;	-
Xenopus_tropicalis	thap5	ENSXETG00000015756	THAP	ENSXETP00000034330;ENSXETP00000061683;	-
Xenopus_tropicalis	npas2	ENSXETG00000021769	bHLH	ENSXETP00000047061;	-
Xenopus_tropicalis	zbtb40	ENSXETG00000004737	ZBTB	ENSXETP00000010270;ENSXETP00000060538;ENSXETP00000060538;	-
Xenopus_tropicalis	rfx2	ENSXETG00000021877	RFX	ENSXETP00000047352;ENSXETP00000012261;	-
Xenopus_tropicalis	-	ENSXETG00000016403	zf-C2H2	ENSXETP00000035801;	-
Xenopus_tropicalis	-	ENSXETG00000010512	zf-C2H2	ENSXETP00000023055;ENSXETP00000062890;	-
Xenopus_tropicalis	-	ENSXETG00000022176	zf-C2H2	ENSXETP00000047993;	-
Xenopus_tropicalis	six1	ENSXETG00000016943	Homeobox	ENSXETP00000036917;	-
Xenopus_tropicalis	etv1	ENSXETG00000005062	ETS	ENSXETP00000011055;ENSXETP00000011053;	-
Xenopus_tropicalis	hoxb1	ENSXETG00000021964	Homeobox	ENSXETP00000047531;	-
Xenopus_tropicalis	-	ENSXETG00000030254	zf-C2H2	ENSXETP00000014207;	-
Xenopus_tropicalis	six6	ENSXETG00000016945	Homeobox	ENSXETP00000036923;	-
Xenopus_tropicalis	hoxc12	ENSXETG00000023470	Homeobox	ENSXETP00000050671;	-
Xenopus_tropicalis	nr3c2	ENSXETG00000026061	ESR-like	ENSXETP00000040897;	-
Xenopus_tropicalis	wiz	ENSXETG00000013026	zf-C2H2	ENSXETP00000028552;	-
Xenopus_tropicalis	id2	ENSXETG00000008272	bHLH	ENSXETP00000018149;	-
Xenopus_tropicalis	pou5f3	ENSXETG00000003991	Pou	ENSXETP00000008656;	-
Xenopus_tropicalis	nfatc4	ENSXETG00000016887	RHD	ENSXETP00000036791;	-
Xenopus_tropicalis	hmgb3	ENSXETG00000007740	HMG	ENSXETP00000016891;	-
Xenopus_tropicalis	tsc22d1	ENSXETG00000014776	TSC22	ENSXETP00000032365;	-
Xenopus_tropicalis	zbtb7c	ENSXETG00000020303	ZBTB	ENSXETP00000043805;ENSXETP00000043805;	-
Xenopus_tropicalis	lhx3	ENSXETG00000000726	Homeobox	ENSXETP00000001613;	-
Xenopus_tropicalis	-	ENSXETG00000025844	zf-C2H2	ENSXETP00000026173;	-
Xenopus_tropicalis	znf281	ENSXETG00000018651	zf-C2H2	ENSXETP00000040362;	-
Xenopus_tropicalis	nr2f1	ENSXETG00000011594	RXR-like	ENSXETP00000025349;	-
Xenopus_tropicalis	nkx6-1	ENSXETG00000013227	Homeobox	ENSXETP00000058797;ENSXETP00000028962;ENSXETP00000028958;	-
Xenopus_tropicalis	clock	ENSXETG00000021064	bHLH	ENSXETP00000045529;ENSXETP00000045528;	-
Xenopus_tropicalis	ets2	ENSXETG00000023724	ETS	ENSXETP00000051181;	-
Xenopus_tropicalis	pou3f1	ENSXETG00000011510	Pou	ENSXETP00000025161;	-
Xenopus_tropicalis	mecp2	ENSXETG00000014242	MBD	ENSXETP00000003337;ENSXETP00000031178;	-
Xenopus_tropicalis	-	ENSXETG00000012062	Miscellaneous	ENSXETP00000026338;	-
Xenopus_tropicalis	bcl11a	ENSXETG00000002206	zf-C2H2	ENSXETP00000058457;ENSXETP00000004688;	-
Xenopus_tropicalis	dbp	ENSXETG00000003160	TF_bZIP	ENSXETP00000006878;	-
Xenopus_tropicalis	gata1	ENSXETG00000018547	zf-GATA	ENSXETP00000040139;	-
Xenopus_tropicalis	pou1f1	ENSXETG00000007637	Pou	ENSXETP00000016614;	-
Xenopus_tropicalis	-	ENSXETG00000025425	zf-C2H2	ENSXETP00000030198;	-
Xenopus_tropicalis	-	ENSXETG00000013873	Homeobox	ENSXETP00000030365;ENSXETP00000063759;	-
Xenopus_tropicalis	nr2c2	ENSXETG00000004817	RXR-like	ENSXETP00000010442;	-
Xenopus_tropicalis	-	ENSXETG00000033217	zf-C2H2	ENSXETP00000033018;	-
Xenopus_tropicalis	foxj3	ENSXETG00000013466	Fork_head	ENSXETP00000029487;ENSXETP00000056371;	-
Xenopus_tropicalis	sgsm2	ENSXETG00000019436	zf-BED	ENSXETP00000042112;	-
Xenopus_tropicalis	dach2	ENSXETG00000015905	DACH	ENSXETP00000027005;ENSXETP00000034693;	-
Xenopus_tropicalis	description:oocyte	ENSXETG00000008705	zf-C2H2	ENSXETP00000023633;	-
Xenopus_tropicalis	barx1	ENSXETG00000017172	Homeobox	ENSXETP00000037444;	-
Xenopus_tropicalis	dlx5	ENSXETG00000016572	Homeobox	ENSXETP00000036133;	-
Xenopus_tropicalis	twist1	ENSXETG00000025630	bHLH	ENSXETP00000054522;	-
Xenopus_tropicalis	-	ENSXETG00000027339	zf-C2H2	ENSXETP00000052301;	-
Xenopus_tropicalis	e4f1	ENSXETG00000016091	zf-C2H2	ENSXETP00000035090;ENSXETP00000060164;	-
Xenopus_tropicalis	tub	ENSXETG00000019686	Tub	ENSXETP00000042621;	-
Xenopus_tropicalis	hivep2	ENSXETG00000023284	zf-C2H2	ENSXETP00000050306;	-
Xenopus_tropicalis	zbtb48	ENSXETG00000011113	ZBTB	ENSXETP00000024275;ENSXETP00000024275;	-
Xenopus_tropicalis	hoxa13	ENSXETG00000000734	Homeobox	ENSXETP00000001626;	-
Xenopus_tropicalis	-	ENSXETG00000033508	zf-C2H2	ENSXETP00000060918;	-
Xenopus_tropicalis	neurog3	ENSXETG00000026423	bHLH	ENSXETP00000055709;	-
Xenopus_tropicalis	e2f7	ENSXETG00000014320	E2F	ENSXETP00000031323;	-
Xenopus_tropicalis	phox2b	ENSXETG00000021083	Homeobox	ENSXETP00000045568;ENSXETP00000060831;	-
Xenopus_tropicalis	TFCP2L1	ENSXETG00000030313	CP2	ENSXETP00000062247;	-
Xenopus_tropicalis	-	ENSXETG00000032358	zf-C2H2	ENSXETP00000051008;	-
Xenopus_tropicalis	zhx1	ENSXETG00000023192	Homeobox	ENSXETP00000050176;	-
Xenopus_tropicalis	-	ENSXETG00000025282	zf-C2H2	ENSXETP00000016152;	-
Xenopus_tropicalis	zbtb38	ENSXETG00000014756	ZBTB	ENSXETP00000056311;ENSXETP00000056311;	-
Xenopus_tropicalis	pax5	ENSXETG00000006547	PAX	ENSXETP00000014326;	-
Xenopus_tropicalis	neurog1	ENSXETG00000007898	bHLH	ENSXETP00000020068;ENSXETP00000017331;	-
Xenopus_tropicalis	zic1	ENSXETG00000015467	zf-C2H2	ENSXETP00000033767;	-
Xenopus_tropicalis	znf208	ENSXETG00000027332	zf-C2H2	ENSXETP00000015818;	-
Xenopus_tropicalis	hinfp	ENSXETG00000024631	zf-C2H2	ENSXETP00000046628;	-
Xenopus_tropicalis	znf850	ENSXETG00000011063	zf-C2H2	ENSXETP00000024180;	-
Xenopus_tropicalis	ybx1	ENSXETG00000013436	CSD	ENSXETP00000029443;	-
Xenopus_tropicalis	zfp91	ENSXETG00000020715	zf-C2H2	ENSXETP00000044759;	-
Xenopus_tropicalis	kmt2d	ENSXETG00000011176	HMG	ENSXETP00000024426;	-
Xenopus_tropicalis	-	ENSXETG00000025952	zf-C2H2	ENSXETP00000054985;	-
Xenopus_tropicalis	znf513	ENSXETG00000020960	zf-C2H2	ENSXETP00000045291;	-
Xenopus_tropicalis	srf	ENSXETG00000018511	SRF	ENSXETP00000040076;	-
Xenopus_tropicalis	onecut1	ENSXETG00000008911	CUT	ENSXETP00000019547;	-
Xenopus_tropicalis	pgr	ENSXETG00000005482	ESR-like	ENSXETP00000012055;	-
Xenopus_tropicalis	ikzf3	ENSXETG00000015152	zf-C2H2	ENSXETP00000033186;	-
Xenopus_tropicalis	gmeb2	ENSXETG00000016232	SAND	ENSXETP00000035448;	-
Xenopus_tropicalis	esr1	ENSXETG00000012364	ESR-like	ENSXETP00000027035;	-
Xenopus_tropicalis	hivep3	ENSXETG00000012923	zf-C2H2	ENSXETP00000028311;	-
Xenopus_tropicalis	znf292	ENSXETG00000018018	zf-C2H2	ENSXETP00000039133;	-
Xenopus_tropicalis	mga	ENSXETG00000000051	T-box	ENSXETP00000000083;	-
Xenopus_tropicalis	-	ENSXETG00000031346	zf-C2H2	ENSXETP00000061360;ENSXETP00000062992;	-
Xenopus_tropicalis	rxra	ENSXETG00000012733	RXR-like	ENSXETP00000042363;	-
Xenopus_tropicalis	shox	ENSXETG00000016879	Homeobox	ENSXETP00000036769;	-
Xenopus_tropicalis	mecom	ENSXETG00000022839	zf-C2H2	ENSXETP00000049401;	-
Xenopus_tropicalis	elmsan1	ENSXETG00000000062	MYB	ENSXETP00000000100;	-
Xenopus_tropicalis	tfdp2	ENSXETG00000014750	E2F	ENSXETP00000032322;	-
Xenopus_tropicalis	hoxd9	ENSXETG00000007581	Homeobox	ENSXETP00000016495;	-
Xenopus_tropicalis	foxh1	ENSXETG00000020879	Fork_head	ENSXETP00000045081;	-
Xenopus_tropicalis	rlf	ENSXETG00000026794	zf-C2H2	ENSXETP00000056261;	-
Xenopus_tropicalis	bsx	ENSXETG00000016950	Homeobox	ENSXETP00000036924;	-
Xenopus_tropicalis	gata3	ENSXETG00000025398	zf-GATA	ENSXETP00000054187;	-
Xenopus_tropicalis	hmgxb4	ENSXETG00000006340	HMG	ENSXETP00000061867;ENSXETP00000013886;	-
Xenopus_tropicalis	klf2	ENSXETG00000002075	zf-C2H2	ENSXETP00000004453;ENSXETP00000060422;	-
Xenopus_tropicalis	irx4	ENSXETG00000008892	Homeobox	ENSXETP00000060154;ENSXETP00000019512;	-
Xenopus_tropicalis	-	ENSXETG00000027149	zf-C2H2	ENSXETP00000023968;	-
Xenopus_tropicalis	en1	ENSXETG00000014994	Homeobox	ENSXETP00000032785;	-
Xenopus_tropicalis	nfx1	ENSXETG00000014997	zf-NF-X1	ENSXETP00000032804;	-
Xenopus_tropicalis	usf3	ENSXETG00000031896	bHLH	ENSXETP00000063130;	-
Xenopus_tropicalis	sox14	ENSXETG00000022689	HMG	ENSXETP00000049107;	-
Xenopus_tropicalis	nr2f5	ENSXETG00000011046	RXR-like	ENSXETP00000024153;	-
Xenopus_tropicalis	lhx6	ENSXETG00000016325	Homeobox	ENSXETP00000035623;	-
Xenopus_tropicalis	e2f8	ENSXETG00000004436	E2F	ENSXETP00000009660;	-
Xenopus_tropicalis	irf1	ENSXETG00000016586	IRF	ENSXETP00000036165;	-
Xenopus_tropicalis	meis1	ENSXETG00000011473	Homeobox	ENSXETP00000025054;	-
Xenopus_tropicalis	hes6	ENSXETG00000031348	bHLH	ENSXETP00000063264;	-
Xenopus_tropicalis	prdm4	ENSXETG00000011529	zf-C2H2	ENSXETP00000062159;ENSXETP00000025214;	-
Xenopus_tropicalis	rara	ENSXETG00000024390	THR-like	ENSXETP00000059385;ENSXETP00000052736;	-
Xenopus_tropicalis	maz	ENSXETG00000004675	zf-C2H2	ENSXETP00000010163;	-
Xenopus_tropicalis	-	ENSXETG00000031192	zf-C2H2	ENSXETP00000061603;	-
Xenopus_tropicalis	nkx1-1	ENSXETG00000003881	Homeobox	ENSXETP00000008415;	-
Xenopus_tropicalis	sox6	ENSXETG00000016058	HMG	ENSXETP00000035026;ENSXETP00000035030;	-
Xenopus_tropicalis	sim2	ENSXETG00000013022	bHLH	ENSXETP00000005120;ENSXETP00000028530;	-
Xenopus_tropicalis	nfe2l2	ENSXETG00000001808	TF_bZIP	ENSXETP00000003783;	-
Xenopus_tropicalis	tlx2	ENSXETG00000017822	Homeobox	ENSXETP00000038636;	-
Xenopus_tropicalis	LCORL	ENSXETG00000031509	HTH	ENSXETP00000062437;	-
Xenopus_tropicalis	creb5	ENSXETG00000012041	TF_bZIP	ENSXETP00000026299;	-
Xenopus_tropicalis	sp9	ENSXETG00000030987	zf-C2H2	ENSXETP00000062650;	-
Xenopus_tropicalis	MYBL1	ENSXETG00000029934	MYB	ENSXETP00000008059;	-
Xenopus_tropicalis	creb1	ENSXETG00000016392	TF_bZIP	ENSXETP00000035776;	-
Xenopus_tropicalis	-	ENSXETG00000022855	zf-C2H2	ENSXETP00000049435;	-
Xenopus_tropicalis	znf668	ENSXETG00000001911	zf-C2H2	ENSXETP00000058849;ENSXETP00000004053;	-
Xenopus_tropicalis	tcf7l2	ENSXETG00000018735	HMG	ENSXETP00000040616;	-
Xenopus_tropicalis	nkx3-3	ENSXETG00000018432	Homeobox	ENSXETP00000039928;	-
Xenopus_tropicalis	-	ENSXETG00000031144	THAP	ENSXETP00000062073;	-
Xenopus_tropicalis	foxi4	ENSXETG00000001934	Fork_head	ENSXETP00000058296;ENSXETP00000004118;	-
Xenopus_tropicalis	foxn3	ENSXETG00000016645	Fork_head	ENSXETP00000036316;ENSXETP00000036315;	-
Xenopus_tropicalis	-	ENSXETG00000030854	zf-C2H2	ENSXETP00000052319;ENSXETP00000052337;ENSXETP00000052356;	-
Xenopus_tropicalis	-	ENSXETG00000002097	zf-C2H2	ENSXETP00000044932;	-
Xenopus_tropicalis	otx1	ENSXETG00000013025	Homeobox	ENSXETP00000028537;	-
Xenopus_tropicalis	foxp4	ENSXETG00000011856	Fork_head	ENSXETP00000062703;ENSXETP00000025918;	-
Xenopus_tropicalis	-	ENSXETG00000030768	zf-C2H2	ENSXETP00000062174;	-
Xenopus_tropicalis	znf432	ENSXETG00000027484	zf-C2H2	ENSXETP00000004931;	-
Xenopus_tropicalis	erf	ENSXETG00000012067	ETS	ENSXETP00000061756;ENSXETP00000026346;	-
Xenopus_tropicalis	zhx3	ENSXETG00000019457	Homeobox	ENSXETP00000042167;	-
Xenopus_tropicalis	prox1	ENSXETG00000023176	HPD	ENSXETP00000050119;	-
Xenopus_tropicalis	ovol2	ENSXETG00000024897	zf-C2H2	ENSXETP00000053523;	-
Xenopus_tropicalis	-	ENSXETG00000033151	THAP	ENSXETP00000059549;	-
Xenopus_tropicalis	neurod4	ENSXETG00000004295	bHLH	ENSXETP00000009349;ENSXETP00000014760;	-
Xenopus_tropicalis	msx1	ENSXETG00000016052	Homeobox	ENSXETP00000035005;	-
Xenopus_tropicalis	OLIG1	ENSXETG00000033110	bHLH	ENSXETP00000060961;	-
Xenopus_tropicalis	hoxb7	ENSXETG00000027351	Homeobox	ENSXETP00000047590;	-
Xenopus_tropicalis	znf319	ENSXETG00000013744	zf-C2H2	ENSXETP00000030085;	-
Xenopus_tropicalis	-	ENSXETG00000032038	zf-C2H2	ENSXETP00000025623;	-
Xenopus_tropicalis	zfp64	ENSXETG00000012327	zf-C2H2	ENSXETP00000026966;	-
Xenopus_tropicalis	rfx3	ENSXETG00000011698	RFX	ENSXETP00000025574;ENSXETP00000012258;	-
Xenopus_tropicalis	smad2	ENSXETG00000020292	MH1	ENSXETP00000043789;ENSXETP00000062790;ENSXETP00000059761;	-
Xenopus_tropicalis	tead4	ENSXETG00000003395	TEA	ENSXETP00000059602;ENSXETP00000007364;	-
Xenopus_tropicalis	zbtb26	ENSXETG00000020531	ZBTB	ENSXETP00000044358;ENSXETP00000044358;	-
Xenopus_tropicalis	lef1	ENSXETG00000021102	HMG	ENSXETP00000045617;	-
Xenopus_tropicalis	DBX2	ENSXETG00000030548	Homeobox	ENSXETP00000062169;	-
Xenopus_tropicalis	pou4f2	ENSXETG00000026053	Pou	ENSXETP00000008657;	-
Xenopus_tropicalis	lmx1a	ENSXETG00000013183	Homeobox	ENSXETP00000028862;	-
Xenopus_tropicalis	hoxd8	ENSXETG00000024424	Homeobox	ENSXETP00000047591;ENSXETP00000047596;	-
Xenopus_tropicalis	spdef	ENSXETG00000034149	ETS	ENSXETP00000058834;	-
Xenopus_tropicalis	-	ENSXETG00000033108	zf-C2H2	ENSXETP00000026084;	-
Xenopus_tropicalis	onecut1	ENSXETG00000006349	CUT	ENSXETP00000056800;ENSXETP00000013904;	-
Xenopus_tropicalis	hoxd13	ENSXETG00000007575	Homeobox	ENSXETP00000016487;	-
Xenopus_tropicalis	ventx3	ENSXETG00000033622	Homeobox	ENSXETP00000058808;	-
Xenopus_tropicalis	mespa	ENSXETG00000017725	bHLH	ENSXETP00000038460;	-
Xenopus_tropicalis	description:zinc	ENSXETG00000015069	zf-C2H2	ENSXETP00000024697;	-
Xenopus_tropicalis	-	ENSXETG00000034213	zf-C2H2	ENSXETP00000059818;	-
Xenopus_tropicalis	lhx9	ENSXETG00000009957	Homeobox	ENSXETP00000021944;	-
Xenopus_tropicalis	description:Xenopus	ENSXETG00000016781	zf-C2H2	ENSXETP00000036598;ENSXETP00000036603;ENSXETP00000037791;	-
Xenopus_tropicalis	barhl1	ENSXETG00000006257	Homeobox	ENSXETP00000013720;	-
Xenopus_tropicalis	aff4	ENSXETG00000004169	AF-4	ENSXETP00000009049;	-
Xenopus_tropicalis	foxp1	ENSXETG00000008510	Fork_head	ENSXETP00000018635;	-
Xenopus_tropicalis	znf333	ENSXETG00000028016	zf-C2H2	ENSXETP00000005811;	-
Xenopus_tropicalis	mixl1	ENSXETG00000025923	Homeobox	ENSXETP00000054947;	-
Xenopus_tropicalis	tcf12	ENSXETG00000016563	bHLH	ENSXETP00000036102;	-
Xenopus_tropicalis	-	ENSXETG00000006489	zf-C2H2	ENSXETP00000014208;	-
Xenopus_tropicalis	klf7	ENSXETG00000016394	zf-C2H2	ENSXETP00000035779;	-
Xenopus_tropicalis	znf410	ENSXETG00000002861	zf-C2H2	ENSXETP00000006264;	-
Xenopus_tropicalis	-	ENSXETG00000033348	zf-C2H2	ENSXETP00000062833;	-
Xenopus_tropicalis	nkx3-2	ENSXETG00000004060	Homeobox	ENSXETP00000008783;	-
Xenopus_tropicalis	-	ENSXETG00000034121	NCU-G1	ENSXETP00000061746;	-
Xenopus_tropicalis	elk3	ENSXETG00000001891	ETS	ENSXETP00000004008;ENSXETP00000059269;ENSXETP00000061954;	-
Xenopus_tropicalis	ZNF536	ENSXETG00000033671	zf-C2H2	ENSXETP00000058935;	-
Xenopus_tropicalis	CREB3L2	ENSXETG00000033093	TF_bZIP	ENSXETP00000060605;	-
Xenopus_tropicalis	ddit3	ENSXETG00000006245	TF_bZIP	ENSXETP00000013703;	-
Xenopus_tropicalis	-	ENSXETG00000031188	zf-C2H2	ENSXETP00000030124;	-
Xenopus_tropicalis	irf3	ENSXETG00000002863	IRF	ENSXETP00000006268;	-
Xenopus_tropicalis	foxl2	ENSXETG00000008253	Fork_head	ENSXETP00000018100;	-
Xenopus_tropicalis	tshz2	ENSXETG00000017555	zf-C2H2	ENSXETP00000038112;	-
Xenopus_tropicalis	zxdc	ENSXETG00000011547	zf-C2H2	ENSXETP00000025273;	-
Xenopus_tropicalis	sox17b	ENSXETG00000008104	HMG	ENSXETP00000017754;ENSXETP00000060679;	-
Xenopus_tropicalis	mafg	ENSXETG00000005386	TF_bZIP	ENSXETP00000011855;	-
Xenopus_tropicalis	AFF3	ENSXETG00000030016	AF-4	ENSXETP00000058551;ENSXETP00000063406;ENSXETP00000062504;	-
Xenopus_tropicalis	hoxd1	ENSXETG00000001801	Homeobox	ENSXETP00000003767;	-
Xenopus_tropicalis	evx2	ENSXETG00000007572	Homeobox	ENSXETP00000016484;	-
Xenopus_tropicalis	sox1	ENSXETG00000001902	HMG	ENSXETP00000004030;	-
Xenopus_tropicalis	pitx3	ENSXETG00000010022	Homeobox	ENSXETP00000022087;	-
Xenopus_tropicalis	klf15	ENSXETG00000000992	zf-C2H2	ENSXETP00000002163;	-
Xenopus_tropicalis	zhx2	ENSXETG00000023182	Homeobox	ENSXETP00000050124;	-
Xenopus_tropicalis	sall4	ENSXETG00000012326	zf-C2H2	ENSXETP00000026959;	-
Xenopus_tropicalis	-	ENSXETG00000033021	zf-C2H2	ENSXETP00000014209;	-
Xenopus_tropicalis	csdc2	ENSXETG00000033238	CSD	ENSXETP00000060865;	-
Xenopus_tropicalis	barhl2	ENSXETG00000023986	Homeobox	ENSXETP00000051744;	-
Xenopus_tropicalis	myt1l	ENSXETG00000027983	zf-C2HC	ENSXETP00000025129;	-
Xenopus_tropicalis	tal2	ENSXETG00000000908	bHLH	ENSXETP00000001974;	-
Xenopus_tropicalis	rcor2	ENSXETG00000002710	MYB	ENSXETP00000005837;	-
Xenopus_tropicalis	thap7	ENSXETG00000019248	THAP	ENSXETP00000041705;	-
Xenopus_tropicalis	ybx2	ENSXETG00000025267	CSD	ENSXETP00000054038;	-
Xenopus_tropicalis	mier3	ENSXETG00000015520	MYB	ENSXETP00000060609;ENSXETP00000033859;	-
