celltype	emergence_time	key_TF	times_on_this_list	determined_score	edge	edge_weight	gene_ID	TF_family	avg_logFC_1	pct_1_1	pct_2_1	p_val_adj_1	avg_logFC_2	pct_1_2	pct_2_2	p_val_adj_2
mesoderm lateral plate	hpf8	zic2b	6	1.13908329606452	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000037178	zf-C2H2	0.713308574174943	0.924	0.709	2.13201461240539e-62	0.998561210319086	0.924	0.486	1.373577866469e-126
mesoderm lateral plate	hpf8	tbx1	5	0.632669601198494	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000031891	T-box	0.573162477684316	0.314	0.114	1.00413329123474e-17	0.847358677799361	0.314	0.016	1.83405727814258e-85
mesoderm lateral plate	hpf8	meis3	8	0.632241862978337	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000002795	Homeobox	0.835860334806585	0.343	0.033	5.66433639333857e-50	0.362869065894074	0.343	0.155	2.32775243177352e-16
mesoderm lateral plate	hpf8	tcf7l1a	11	0.619850412055171	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000038159	HMG	0.61644380121699	0.343	0.159	2.17539827175905e-14	0.757226957524082	0.343	0.093	5.01147755426979e-43
mesoderm lateral plate	hpf8	gata5	5	0.543675206080046	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000017821	zf-GATA	0.412641386129677	0.564	0.401	9.10457217564649e-09	1.07123283451264	0.564	0.102	8.13191172618784e-112
mesoderm lateral plate	hpf8	gata2a	3	0.451558818150192	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000059327	zf-GATA	0.554864242222143	0.369	0.173	1.82749249927029e-15	0.734635135763433	0.369	0.079	5.06342513777354e-56
mesoderm lateral plate	hpf8	raraa	3	0.384747786929966	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000056783	THR-like	0.592060251427709	0.345	0.114	6.40716433987782e-24	0.612060524772154	0.345	0.095	3.81245949056951e-42
mesoderm lateral plate	hpf8	dlx3b	5	0.204301221025937	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000014626	Homeobox	0.52683890657357	0.236	0.046	1.5679232099697e-21	0.586351858889234	0.236	0.036	2.96366696721179e-41
mesoderm lateral plate	hpf8	six4b	6	-0.117564841360399	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000031983	Homeobox	0.48959909402078	0.239	0.043	9.43892511359489e-24	0.394721987866642	0.239	0.09	3.75019638259212e-16
mesoderm lateral plate	hpf8	foxh1	1	-0.148799227608213	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000055630	Fork_head	0.366399852286002	0.382	0.276	0.000448486418199809	0.596518048771243	0.382	0.127	6.85192104683059e-39
mesoderm lateral plate	hpf8	drl	5	-0.170088753733091	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000078004	zf-C2H2	0.470987814343736	0.265	0.126	2.3086238004578e-08	0.386551021741521	0.265	0.131	6.03061316450108e-10
mesoderm lateral plate	hpf8	arid3b	8	-0.170386227299373	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000104034	ARID	0.573964825354359	0.743	0.648	3.51247457518957e-19	0.196527148896193	0.743	0.656	0.030654705644038
mesoderm lateral plate	hpf8	her8a	6	-0.28700243094266	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000016363	bHLH	0.417880147764072	0.249	0.065	9.83744397308537e-19	0.389890077475582	0.249	0.065	8.5484924384371e-28
mesoderm lateral plate	hpf8	nr2f6b	10	-0.678084714971225	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000003165	RXR-like	0.36099346900242	0.177	0.036	1.84225291262446e-14	0.178500352702115	0.177	0.09	0.00078943054871349
mesoderm lateral plate	hpf8	otx2b	3	-0.685366448207972	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000011235	TF_Otx	0.280103246453905	0.111	0.021	7.41606651816588e-08	0.321690416994351	0.111	0.007	1.47133236324881e-24
mesoderm lateral plate	hpf8	tcf7l1b	10	-0.701271366448329	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000007369	HMG	0.323306108705234	0.169	0.038	6.81972638083838e-13	0.229208170558476	0.169	0.074	6.96772893591912e-07
mesoderm lateral plate	hpf8	hmgb3a	4	-0.726721891474755	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000056725	HMG	0.298149670630757	0.841	0.792	3.81637038231656e-07	0.254991326404738	0.841	0.781	1.40047480888864e-06
mesoderm lateral plate	hpf8	smad9	5	-0.743341053487794	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000021938	MH1	0.285747425190209	0.169	0.073	0.000180078203573127	0.264409974346849	0.169	0.086	0.00017778247538919
mesoderm lateral plate	hpf8	foxi1	5	-0.80017026513939	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000104566	Fork_head	0.236310794327597	0.163	0.073	0.00144694716035766	0.309567868641927	0.163	0.042	1.94727657771628e-16
mesoderm lateral plate	hpf8	uncx4.1	5	-0.851558139016512	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000037760	Homeobox	0.22377066610525	0.119	0.042	0.0010956535460969	0.291126568115995	0.119	0.012	1.35107195490925e-22
mesoderm lateral plate	hpf8	gbx1	8	-0.88503318521781	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000071418	Homeobox	0.254937862974391	0.132	0.056	0.00607525319720921	0.206618421011268	0.132	0.056	8.74511292287349e-05
mesoderm lateral plate	hpf8	rarga	2	-0.972082642788718	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000034117	THR-like	0.237802568863873	0.111	0.016	7.15722743279063e-10	0.167809823848477	0.111	0.045	0.000522704353316974
mesoderm lateral plate	hpf8	hmga1a	12	-1.12852403907206	hpf8:mesoderm lateral plate_hpf7:non dorsal margin involuted	0.983012345679012	ENSDARG00000028335	HMGA	0.203000805266362	1	1	2.440602039591e-37	0.105449479933059	1	1	4.18292220178833e-11
neural plate anterior	hpf8	six7	8	2.25347450669535	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000070107	Homeobox	0.982456134838726	0.358	0.042	5.5613782465932e-177	0.821695790070129	0.358	0.086	3.30534967040576e-161
neural plate anterior	hpf8	pax6b	4	1.93061785320589	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000045936	PAX	0.86616931154463	0.308	0.036	8.64062461894252e-146	0.8018992752821	0.308	0.069	1.699252928777e-144
neural plate anterior	hpf8	fezf2	4	1.6684225657129	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000070677	zf-C2H2	0.75436770301745	0.306	0.035	1.82045104982527e-144	0.806042735367873	0.306	0.013	3.26179117224064e-246
neural plate anterior	hpf8	zic2a	8	1.58751461715723	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000015554	zf-C2H2	0.766259388243628	0.471	0.191	3.28163450203693e-114	0.753298082114651	0.471	0.142	2.17585330765996e-181
neural plate anterior	hpf8	rx3	2	1.08129457626886	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000052893	Homeobox	0.643439855898868	0.141	0.006	1.09986966213275e-71	0.65295670539165	0.141	0.004	3.70642106708259e-109
neural plate anterior	hpf8	dbx1a	6	1.07326751882903	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000086393	Homeobox	0.613375937583712	0.204	0.09	7.46283768014909e-30	0.684107477779331	0.204	0.061	1.99074714005009e-66
neural plate anterior	hpf8	tcf7l1a	11	0.829799931764605	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000038159	HMG	0.584015212572709	0.528	0.379	1.3749444692155e-48	0.601250912485509	0.528	0.268	1.59273136373439e-107
neural plate anterior	hpf8	gsc	5	0.688838958189671	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000059073	Homeobox	0.550423998861404	0.112	0.019	8.91068512541961e-38	0.572601042114755	0.112	0.009	2.27539821729897e-71
neural plate anterior	hpf8	lhx5	4	0.598040080890564	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000057936	Homeobox	0.389655774366606	0.463	0.336	9.29855033470749e-29	0.716165850254623	0.463	0.124	1.76210940976226e-204
neural plate anterior	hpf8	sox2	9	0.109349685165971	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000070913	HMG	0.256789251533523	0.698	0.685	4.42555997341641e-09	0.635951723526979	0.698	0.455	1.8537264994723e-127
neural plate anterior	hpf8	her5	3	0.0423254558471149	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000008796	bHLH	0.389777255729943	0.156	0.045	4.10650285119633e-37	0.448863572266398	0.156	0.013	5.69170257173904e-100
neural plate anterior	hpf8	otx2b	3	0.0030928117982757	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000011235	TF_Otx	0.270773778980348	0.246	0.172	2.5048832163616e-09	0.568583388846248	0.246	0.042	8.99308326715938e-127
neural plate anterior	hpf8	zic1	7	-0.106407106393639	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000015567	zf-C2H2	0.415702073457714	0.19	0.028	2.59095651780619e-73	0.347170361541349	0.19	0.047	6.83548356203922e-70
neural plate anterior	hpf8	her8a	6	-0.14028329705597	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000016363	bHLH	0.440898862806997	0.596	0.456	3.6063516606894e-47	0.301542357079792	0.596	0.429	9.69874402791395e-43
neural plate anterior	hpf8	her9	9	-0.143260529558096	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000056438	bHLH	0.463466131750082	0.317	0.155	2.51677005841175e-43	0.273831190827296	0.317	0.225	1.70761628233925e-14
neural plate anterior	hpf8	zic3	4	-0.157928656819767	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000071497	zf-C2H2	0.171073421688589	0.603	0.491	6.29951487299626e-11	0.60727429268237	0.603	0.262	2.86285819708423e-165
neural plate anterior	hpf8	foxb1a	6	-0.22006340121582	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000089042	Fork_head	0.353218137028541	0.337	0.205	1.9053025892619e-24	0.365293188289303	0.337	0.182	1.37194702183924e-41
neural plate anterior	hpf8	tcf7l1b	10	-0.255898234063826	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000007369	HMG	0.346985830087519	0.371	0.253	2.02723758908957e-25	0.35532312401436	0.371	0.206	1.31784302952084e-47
neural plate anterior	hpf8	her11	3	-0.300175241234557	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000002707	bHLH	0.294526011553248	0.167	0.068	2.17649142392872e-25	0.395126962877923	0.167	0.016	6.13771155402739e-104
neural plate anterior	hpf8	prdm14	3	-0.370322048183644	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000045371	zf-C2H2	0.270075299782145	0.386	0.305	1.06693899455442e-10	0.389876906701805	0.386	0.217	1.1650228009574e-49
neural plate anterior	hpf8	sall4	5	-0.378472629789045	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000044485	zf-C2H2	0.35251845847833	0.667	0.595	6.15864223247513e-32	0.289952449127348	0.667	0.552	2.31017140271834e-32
neural plate anterior	hpf8	mycn	7	-0.383063009773109	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000006837	bHLH	0.298652986479157	0.551	0.426	1.48039491451191e-23	0.350472606198942	0.551	0.36	5.481362201224e-50
neural plate anterior	hpf8	her6	10	-0.433998583796223	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000006514	bHLH	0.353820721018339	0.33	0.223	4.46250792509606e-19	0.261741745867905	0.33	0.221	5.68853071911632e-19
neural plate anterior	hpf8	phox2a	4	-0.619596415572139	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000007406	Homeobox	0.328621192118007	0.185	0.06	2.85577274176834e-40	0.201860407174609	0.185	0.107	7.97301529820901e-15
neural plate anterior	hpf8	si:dkey-217d24.6	6	-0.675273598036347	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000096428	zf-BED	0.387316856929019	0.16	0	5.59623288400608e-94	0.106741692736837	0.16	0.119	0.0316026690852155
neural plate anterior	hpf8	smarca5	3	-0.817438574093245	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000052348	MYB	0.345921827971044	0.75	0.719	4.77220421736151e-35	0.0866006327884348	0.75	0.725	0.0175082663045489
neural plate anterior	hpf8	csrnp1b	8	-0.870293329159982	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000038429	CSRNP_N	0.326642128100511	0.149	0.019	1.99626085352448e-59	0.0836420562374899	0.149	0.106	0.00889685724635812
neural plate anterior	hpf8	zeb1b	7	-0.896789116298921	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000013207	zf-C2H2	0.288806906549789	0.145	0.028	1.97512782153584e-46	0.114963729571452	0.145	0.097	8.71069353865284e-05
neural plate anterior	hpf8	hmga1a	12	-0.91002215404964	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000028335	HMGA	0.290540798821551	1	1	1.17169751139284e-277	0.106582784307059	1	1	2.3957680068059e-43
neural plate anterior	hpf8	hmga1b	5	-0.977339484046612	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000070951	HMGA	0.274475371115857	0.14	0.013	1.87313228198212e-62	0.0929282400622676	0.14	0.1	0.0152854536387464
neural plate anterior	hpf8	sox19b	2	-0.99729770429412	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000040266	HMG	0.164881369856036	0.234	0.187	0.0171418094689452	0.210956823283567	0.234	0.135	1.18479119931374e-20
neural plate anterior	hpf8	six3a	3	-1.03103510042165	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000058008	Homeobox	0.151126902091872	0.123	0.064	4.21583835887915e-09	0.210754752334405	0.123	0.037	4.11139290264925e-35
neural plate anterior	hpf8	tcf12	8	-1.18108034766912	hpf8:neural plate anterior_hpf7:epiblast	0.990268531391797	ENSDARG00000004714	bHLH	0.126951668181871	0.142	0.097	0.00172096026432993	0.166772579134326	0.142	0.058	2.75766332735774e-25
neural plate posterior	hpf8	hoxb1b	5	2.82231463842462	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000054033	Homeobox	1.50372178913082	0.612	0.057	0	1.35957267729648	0.612	0.104	0
neural plate posterior	hpf8	cdx4	6	2.3977117156262	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000036292	Homeobox	1.28436735943431	0.784	0.334	2.85104763833067e-209	1.29761029733435	0.784	0.303	7.54452479858023e-291
neural plate posterior	hpf8	sp5l	2	1.9222396182753	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000115868	zf-C2H2	1.02949287724093	0.979	0.642	0	1.2375474617156	0.979	0.492	0
neural plate posterior	hpf8	meis2b	7	1.65671536431715	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000077840	Homeobox	1.12999624506087	0.449	0.032	9.53366241554522e-241	0.95900395299858	0.449	0.075	9.10204231567519e-260
neural plate posterior	hpf8	sp5a	11	1.18240568511122	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000076571	zf-C2H2	1.06116355979355	0.603	0.097	5.04013286123653e-271	0.712015811367087	0.603	0.25	8.01180639400669e-160
neural plate posterior	hpf8	gbx1	8	0.809370024218909	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000071418	Homeobox	0.73912023148679	0.503	0.137	1.79918475658579e-142	0.788061033512614	0.503	0.11	5.41251896415785e-240
neural plate posterior	hpf8	meis3	8	0.314990818832937	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000002795	Homeobox	0.627606218363549	0.242	0.035	1.22639430857441e-90	0.570745487954874	0.242	0.052	1.19379582305561e-104
neural plate posterior	hpf8	znf503	2	0.286893800984035	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000018492	Others	0.594343487439303	0.332	0.048	2.13276294948172e-127	0.585559974429339	0.332	0.052	1.07136584055458e-185
neural plate posterior	hpf8	etv4	5	0.130572182965885	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000018303	ETS	0.383136065182235	0.647	0.503	4.50547138776428e-34	0.694361206633273	0.647	0.294	4.38843325015561e-164
neural plate posterior	hpf8	hnf1ba	8	0.0930245230456831	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000006615	Homeobox	0.659494157910561	0.243	0.003	2.80224492793367e-139	0.390488874399104	0.243	0.131	1.04685457526466e-24
neural plate posterior	hpf8	hes6	4	0.0581420098786775	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000019335	bHLH	0.409081999053719	0.621	0.615	4.64416237928169e-05	0.619862274547532	0.621	0.496	1.12777142732798e-34
neural plate posterior	hpf8	olig4	3	0.0547610765167095	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000052610	bHLH	0.534704189597063	0.22	0.049	5.17868815835284e-61	0.490864275462725	0.22	0.05	1.80369928562137e-86
neural plate posterior	hpf8	sp8b	4	0.0473141323681303	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000056666	zf-C2H2	0.58123818878476	0.329	0.08	9.44676148152722e-96	0.438947100771629	0.329	0.126	3.28699177627378e-73
neural plate posterior	hpf8	cdx1a	4	0.0431118305029365	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000114554	Homeobox	0.680920494151659	0.157	0	2.50753259988019e-90	0.335572329687549	0.157	0.084	5.24217992429663e-13
neural plate posterior	hpf8	noto	6	-0.0923131891755254	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000021201	Homeobox	0.315581442955263	0.246	0.169	2.46183281568362e-06	0.613820766696628	0.246	0.064	1.76693208244326e-84
neural plate posterior	hpf8	foxb1a	6	-0.251972036827697	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000089042	Fork_head	0.430582385213721	0.411	0.205	3.51569875036425e-42	0.391278270557016	0.411	0.19	2.5312752744612e-60
neural plate posterior	hpf8	foxb1b	4	-0.270958015316713	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000053650	Fork_head	0.445815207150382	0.19	0.03	1.08815753576307e-64	0.36324315816864	0.19	0.049	4.09930332745411e-63
neural plate posterior	hpf8	rarab	2	-0.340463720656005	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000034893	THR-like	0.415483882061005	0.325	0.14	5.95183320853333e-48	0.34747438536054	0.325	0.138	1.79703930299196e-56
neural plate posterior	hpf8	zgc:175284	5	-0.381279772088571	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000078159	zf-C2H2	0.556244828446855	0.225	0.011	2.4914288397804e-114	0.178227876773222	0.225	0.169	0.000804182859372429
neural plate posterior	hpf8	myclb	5	-0.506085688976536	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000034956	bHLH	0.403335634414984	0.402	0.286	1.56678274602718e-18	0.24923663990905	0.402	0.316	1.790826368117e-08
neural plate posterior	hpf8	sall1a	8	-0.527168762520392	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000074319	zf-C2H2	0.397864704831509	0.25	0.115	7.07002119716026e-29	0.240690830933092	0.25	0.156	3.87045681742497e-13
neural plate posterior	hpf8	pou5f3	1	-0.55495777838061	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000044774	Pou	0.188955230032844	0.979	0.978	2.29727079822028e-11	0.432923860753994	0.979	0.882	6.64058966258985e-110
neural plate posterior	hpf8	her8a	6	-0.570250131203073	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000016363	bHLH	0.414646635680924	0.545	0.456	5.5112561711989e-19	0.195017610119514	0.545	0.48	0.000154865960772941
neural plate posterior	hpf8	tcf3b	8	-0.571980115971545	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000099999	bHLH	0.342163836131246	0.439	0.328	9.77788812576615e-18	0.266992614133637	0.439	0.324	1.59363690448869e-16
neural plate posterior	hpf8	etv5b	7	-0.580990760302788	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000044511	ETS	0.375274624595837	0.664	0.566	2.19059594864727e-26	0.227575131573553	0.664	0.542	1.58236352806295e-17
neural plate posterior	hpf8	zeb2a	10	-0.616544021339256	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000062338	zf-C2H2	0.327733810765724	0.152	0.016	2.37461043113905e-59	0.251820608788994	0.152	0.052	3.11062747910368e-34
neural plate posterior	hpf8	eve1	3	-0.638703767544128	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000056012	Homeobox	0.1385065554447	0.441	0.326	8.41861394246824e-07	0.427951459026749	0.441	0.217	8.5402451427384e-59
neural plate posterior	hpf8	pax3a	3	-0.731084510224434	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000010192	PAX	0.297458200058522	0.128	0.01	3.77713373596416e-54	0.205950770074101	0.128	0.044	1.52414932250793e-26
neural plate posterior	hpf8	zeb1b	7	-0.767352508316727	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000013207	zf-C2H2	0.330987649671525	0.173	0.028	2.1757279840554e-56	0.147926210643833	0.173	0.098	3.67568779407292e-11
neural plate posterior	hpf8	mycn	7	-0.801457953894939	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000006837	bHLH	0.253176001462842	0.521	0.426	9.27492722878313e-11	0.203678366959505	0.521	0.409	1.81105779332069e-12
neural plate posterior	hpf8	lef1	4	-0.819258637374741	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000031894	HMG	0.247060014187876	0.19	0.085	3.9288965271174e-20	0.1979732070876	0.19	0.082	1.67008009790211e-27
neural plate posterior	hpf8	rfx2	6	-0.863480462062328	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000013575	RFX	0.269894498976468	0.178	0.064	9.54802727724751e-28	0.145432606477756	0.178	0.107	3.78888940454906e-09
neural plate posterior	hpf8	etv5a	6	-0.964617853193331	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000069763	ETS	0.255860126260343	0.258	0.15	6.32929191907211e-17	0.0921185463164018	0.258	0.197	0.0161972719084367
neural plate posterior	hpf8	ybx1	3	-0.968647735699048	hpf8:neural plate posterior_hpf7:epiblast	0.875	ENSDARG00000004757	CSD	0.107252112282888	1	1	1.90498545870445e-14	0.239363234026553	1	0.999	2.00624718066805e-88
notochord	hpf8	cdx4	6	2.18165952547744	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000036292	Homeobox	0.948953107901737	0.734	0.5	4.95635997160126e-07	NA	NA	NA	NA
notochord	hpf8	si:dkey-250d21.1	7	1.45586795993847	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000042492	THAP	0.835147493688153	0.413	0.218	0.00670534139897865	NA	NA	NA	NA
notochord	hpf8	zgc:153115	7	1.39879042544101	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000069342	zf-C2H2	0.826197618572895	0.234	0	8.00840967884776e-06	NA	NA	NA	NA
notochord	hpf8	mtf1	6	0.541900683688799	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000102898	zf-C2H2	0.691835539976662	0.246	0.007	7.26114855017701e-06	NA	NA	NA	NA
notochord	hpf8	sp5a	11	0.518696561459812	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000076571	zf-C2H2	0.688197085759306	0.425	0.162	0.00011884276338723	NA	NA	NA	NA
notochord	hpf8	zgc:174275	6	0.50302331953315	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000099845	zf-C2H2	0.685739489103636	0.26	0.021	2.22518935024201e-05	NA	NA	NA	NA
notochord	hpf8	zgc:112356	7	0.387125777200769	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000036489	Others	0.667566515460457	0.216	0	4.78970158940194e-05	NA	NA	NA	NA
notochord	hpf8	pax7a	7	0.291570443056946	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000100398	PAX	0.652583242011218	0.234	0	8.00840967884776e-06	NA	NA	NA	NA
notochord	hpf8	nr5a1b	7	0.285000228025054	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000023362	SF-like	0.651553018745031	0.228	0	1.46033891551792e-05	NA	NA	NA	NA
notochord	hpf8	arid1ab	7	0.0460194788476288	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000101891	ARID	0.614080344444714	0.231	0.028	0.000980003924958718	NA	NA	NA	NA
notochord	hpf8	alx4a	2	-0.224910346356087	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000088332	Homeobox	0.571597989137662	0.183	0	0.00114662713997572	NA	NA	NA	NA
notochord	hpf8	zeb2a	10	-0.341938155057918	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000062338	zf-C2H2	0.553247787396902	0.287	0.085	0.0121762307334631	NA	NA	NA	NA
notochord	hpf8	irx3a	7	-0.482045790880323	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000101076	Homeobox	0.531278621168109	0.32	0.113	0.0368063899008067	NA	NA	NA	NA
notochord	hpf8	meox1	6	-0.659371950626212	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000007891	Homeobox	0.503473513635575	0.216	0.014	0.000798874148780117	NA	NA	NA	NA
notochord	hpf8	fev	3	-0.780318837419745	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000009242	ETS	0.484508792368061	0.195	0	0.000366824156775589	NA	NA	NA	NA
notochord	hpf8	lhx2a	8	-1.17750294736328	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000037964	Homeobox	0.422229504850531	0.159	0	0.0106670802859094	NA	NA	NA	NA
notochord	hpf8	si:dkey-57k17.1	6	-1.23116585152476	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000104697	zf-C2H2	0.413815050813652	0.174	0	0.00266635736378071	NA	NA	NA	NA
notochord	hpf8	znf865	7	-1.30209950138749	hpf8:notochord_hpf7:dorsal margin involuted	0.918190173796791	ENSDARG00000036698	zf-C2H2	0.402692508234855	0.147	0	0.031784596972857	NA	NA	NA	NA
