mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_2205	Xetrov90000559m	ENSMUSG00000090326
mm_xp_gene_2206	Xetrov90000563m	ENSMUSG00000022455
mm_xp_gene_2207	Xetrov90000571m	ENSMUSG00000026925
mm_xp_gene_2208	Xetrov90000579m	ENSMUSG00000037890
mm_xp_gene_2209	Xetrov90000580m	ENSMUSG00000021948
mm_xp_gene_2210	Xetrov90000581m	ENSMUSG00000021948
mm_xp_gene_2211	Xetrov90000582m	ENSMUSG00000021948
mm_xp_gene_2212	Xetrov90000585m	ENSMUSG00000029191
mm_xp_gene_2213	Xetrov90000588m	ENSMUSG00000048163
mm_xp_gene_2214	Xetrov90000589m	ENSMUSG00000031163
mm_xp_gene_2215	Xetrov90000601m	ENSMUSG00000021948
mm_xp_gene_2216	Xetrov90000623m	ENSMUSG00000050010
mm_xp_gene_2217	Xetrov90000626m	ENSMUSG00000037653
mm_xp_gene_2218	Xetrov90000631m	ENSMUSG00000042784
mm_xp_gene_2219	Xetrov90000633m	ENSMUSG00000042784
mm_xp_gene_2220	Xetrov90000635m	ENSMUSG00000044021
mm_xp_gene_2221	Xetrov90000639m	ENSMUSG00000029212
mm_xp_gene_2222	Xetrov90000654m	ENSMUSG00000070733
mm_xp_gene_2223	Xetrov90000670m	ENSMUSG00000096458
mm_xp_gene_2224	Xetrov90000677m	ENSMUSG00000038085
mm_xp_gene_2225	Xetrov90000687m	ENSMUSG00000050619
mm_xp_gene_2226	Xetrov90000688m	ENSMUSG00000050619
mm_xp_gene_2227	Xetrov90000711m	ENSMUSG00000031592
mm_xp_gene_2228	Xetrov90000717m	ENSMUSG00000026778
mm_xp_gene_2229	Xetrov90000734m	ENSMUSG00000031636
mm_xp_gene_2230	Xetrov90000745m	ENSMUSG00000047171
mm_xp_gene_2231	Xetrov90000750m	ENSMUSG00000038225
mm_xp_gene_2232	Xetrov90000766m	ENSMUSG00000031561
mm_xp_gene_2233	Xetrov90000785m	ENSMUSG00000031609
mm_xp_gene_2234	Xetrov90000818m	ENSMUSG00000037921
mm_xp_gene_2235	Xetrov90000828m	ENSMUSG00000025521
mm_xp_gene_2236	Xetrov90000853m	ENSMUSG00000034009
mm_xp_gene_2237	Xetrov90000855m	ENSMUSG00000034009
mm_xp_gene_2238	Xetrov90000859m	ENSMUSG00000033981
mm_xp_gene_2239	Xetrov90000870m	ENSMUSG00000036822
mm_xp_gene_2240	Xetrov90000896m	ENSMUSG00000074513
mm_xp_gene_2241	Xetrov90000896m	ENSMUSG00000102805
mm_xp_gene_2242	Xetrov90000919m	ENSMUSG00000028080
mm_xp_gene_2243	Xetrov90000935m	ENSMUSG00000033386
mm_xp_gene_2244	Xetrov90000956m	ENSMUSG00000031714
mm_xp_gene_2245	Xetrov90000961m	ENSMUSG00000037940
mm_xp_gene_2246	Xetrov90000978m	ENSMUSG00000061143
mm_xp_gene_2247	Xetrov90001000m	ENSMUSG00000109293
mm_xp_gene_2248	Xetrov90001020m	ENSMUSG00000104301
mm_xp_gene_2249	Xetrov90001039m	ENSMUSG00000027719
mm_xp_gene_2250	Xetrov90001042m	ENSMUSG00000027719
mm_xp_gene_2251	Xetrov90001044m	ENSMUSG00000026778
mm_xp_gene_2252	Xetrov90001050m	ENSMUSG00000027719
mm_xp_gene_2253	Xetrov90001051m	ENSMUSG00000021948
mm_xp_gene_2254	Xetrov90001052m	ENSMUSG00000027719
mm_xp_gene_2255	Xetrov90001055m	ENSMUSG00000021948
mm_xp_gene_2256	Xetrov90001056m	ENSMUSG00000021948
mm_xp_gene_2257	Xetrov90001108m	ENSMUSG00000032826
mm_xp_gene_2258	Xetrov90001110m	ENSMUSG00000032826
mm_xp_gene_2259	Xetrov90001129m	ENSMUSG00000050315
mm_xp_gene_2260	Xetrov90001167m	ENSMUSG00000054383
mm_xp_gene_2261	Xetrov90001212m	ENSMUSG00000047940
mm_xp_gene_2262	Xetrov90001217m	ENSMUSG00000020396
mm_xp_gene_2263	Xetrov90001264m	ENSMUSG00000001228
mm_xp_gene_2264	Xetrov90001270m	ENSMUSG00000037605
mm_xp_gene_2265	Xetrov90001274m	ENSMUSG00000046204
mm_xp_gene_2266	Xetrov90001279m	ENSMUSG00000024201
mm_xp_gene_2267	Xetrov90001281m	ENSMUSG00000024201
mm_xp_gene_2268	Xetrov90001286m	ENSMUSG00000096458
mm_xp_gene_2269	Xetrov90001344m	ENSMUSG00000054708
mm_xp_gene_2270	Xetrov90001378m	ENSMUSG00000079523
mm_xp_gene_2271	Xetrov90001378m	ENSMUSG00000091955
mm_xp_gene_2272	Xetrov90001390m	ENSMUSG00000030465
mm_xp_gene_2273	Xetrov90001398m	ENSMUSG00000009630
mm_xp_gene_2274	Xetrov90001431m	ENSMUSG00000054693
mm_xp_gene_2275	Xetrov90001474m	ENSMUSG00000075706
mm_xp_gene_2276	Xetrov90001496m	ENSMUSG00000026778
mm_xp_gene_2277	Xetrov90001564m	ENSMUSG00000031986
mm_xp_gene_2278	Xetrov90001572m	ENSMUSG00000075033
mm_xp_gene_2279	Xetrov90001593m	ENSMUSG00000000791
mm_xp_gene_2280	Xetrov90001597m	ENSMUSG00000074240
mm_xp_gene_2281	Xetrov90001598m	ENSMUSG00000062007
mm_xp_gene_2282	Xetrov90001692m	ENSMUSG00000003992
mm_xp_gene_2283	Xetrov90001733m	ENSMUSG00000107180
mm_xp_gene_2284	Xetrov90001733m	ENSMUSG00000106677
mm_xp_gene_2285	Xetrov90001738m	ENSMUSG00000072845
mm_xp_gene_2286	Xetrov90001743m	ENSMUSG00000029254
mm_xp_gene_2287	Xetrov90001777m	ENSMUSG00000023078
mm_xp_gene_2288	Xetrov90001804m	ENSMUSG00000046287
mm_xp_gene_2289	Xetrov90001808m	ENSMUSG00000096458
mm_xp_gene_2290	Xetrov90001809m	ENSMUSG00000057315
mm_xp_gene_2291	Xetrov90001821m	ENSMUSG00000029313
mm_xp_gene_2292	Xetrov90001894m	ENSMUSG00000035683
mm_xp_gene_2293	Xetrov90001904m	ENSMUSG00000028478
mm_xp_gene_2294	Xetrov90001937m	ENSMUSG00000071856
mm_xp_gene_2295	Xetrov90001950m	ENSMUSG00000044600
mm_xp_gene_2296	Xetrov90001975m	ENSMUSG00000037214
mm_xp_gene_2297	Xetrov90001985m	ENSMUSG00000021948
mm_xp_gene_2298	Xetrov90001988m	ENSMUSG00000021948
mm_xp_gene_2299	Xetrov90001997m	ENSMUSG00000044006
mm_xp_gene_2300	Xetrov90002007m	ENSMUSG00000071078
mm_xp_gene_2301	Xetrov90002011m	ENSMUSG00000021948
mm_xp_gene_2302	Xetrov90002034m	ENSMUSG00000043872
mm_xp_gene_2303	Xetrov90002054m	ENSMUSG00000096458
mm_xp_gene_2304	Xetrov90002071m	ENSMUSG00000040296
mm_xp_gene_2305	Xetrov90002084m	ENSMUSG00000096458
mm_xp_gene_2306	Xetrov90002104m	ENSMUSG00000051675
mm_xp_gene_2307	Xetrov90002109m	ENSMUSG00000026778
mm_xp_gene_2308	Xetrov90002150m	ENSMUSG00000096458
mm_xp_gene_2309	Xetrov90002192m	ENSMUSG00000028397
mm_xp_gene_2310	Xetrov90002209m	ENSMUSG00000024785
mm_xp_gene_2311	Xetrov90002224m	ENSMUSG00000032185
mm_xp_gene_2312	Xetrov90002289m	ENSMUSG00000039126
mm_xp_gene_2313	Xetrov90002290m	ENSMUSG00000039126
mm_xp_gene_2314	Xetrov90002291m	ENSMUSG00000039126
mm_xp_gene_2315	Xetrov90002314m	ENSMUSG00000054383
mm_xp_gene_2316	Xetrov90002329m	ENSMUSG00000021458
mm_xp_gene_2317	Xetrov90002352m	ENSMUSG00000096537
mm_xp_gene_2318	Xetrov90002426m	ENSMUSG00000040721
mm_xp_gene_2319	Xetrov90002450m	ENSMUSG00000022802
mm_xp_gene_2320	Xetrov90002509m	ENSMUSG00000051095
mm_xp_gene_2321	Xetrov90002524m	ENSMUSG00000105533
mm_xp_gene_2322	Xetrov90002524m	ENSMUSG00000105393
mm_xp_gene_2323	Xetrov90002534m	ENSMUSG00000105533
mm_xp_gene_2324	Xetrov90002534m	ENSMUSG00000105393
mm_xp_gene_2325	Xetrov90002536m	ENSMUSG00000105533
mm_xp_gene_2326	Xetrov90002536m	ENSMUSG00000105393
mm_xp_gene_2327	Xetrov90002537m	ENSMUSG00000105533
mm_xp_gene_2328	Xetrov90002537m	ENSMUSG00000105393
mm_xp_gene_2329	Xetrov90002538m	ENSMUSG00000105533
mm_xp_gene_2330	Xetrov90002538m	ENSMUSG00000105393
mm_xp_gene_2331	Xetrov90002542m	ENSMUSG00000105533
mm_xp_gene_2332	Xetrov90002542m	ENSMUSG00000105393
mm_xp_gene_2333	Xetrov90002545m	ENSMUSG00000105533
mm_xp_gene_2334	Xetrov90002545m	ENSMUSG00000105393
mm_xp_gene_2335	Xetrov90002578m	ENSMUSG00000029343
mm_xp_gene_2336	Xetrov90002579m	ENSMUSG00000029343
mm_xp_gene_2337	Xetrov90002649m	ENSMUSG00000034579
mm_xp_gene_2338	Xetrov90002743m	ENSMUSG00000045036
mm_xp_gene_2339	Xetrov90002766m	ENSMUSG00000021948
mm_xp_gene_2340	Xetrov90002789m	ENSMUSG00000096458
mm_xp_gene_2341	Xetrov90002803m	ENSMUSG00000051339
mm_xp_gene_2342	Xetrov90002832m	ENSMUSG00000033209
mm_xp_gene_2343	Xetrov90002881m	ENSMUSG00000020448
mm_xp_gene_2344	Xetrov90002918m	ENSMUSG00000096458
mm_xp_gene_2345	Xetrov90002975m	ENSMUSG00000032719
mm_xp_gene_2346	Xetrov90003060m	ENSMUSG00000034310
mm_xp_gene_2347	Xetrov90003065m	ENSMUSG00000034324
mm_xp_gene_2348	Xetrov90003067m	ENSMUSG00000070498
mm_xp_gene_2349	Xetrov90003072m	ENSMUSG00000008348
mm_xp_gene_2350	Xetrov90003130m	ENSMUSG00000063409
mm_xp_gene_2351	Xetrov90003142m	ENSMUSG00000029475
mm_xp_gene_2352	Xetrov90003173m	ENSMUSG00000042594
mm_xp_gene_2353	Xetrov90003193m	ENSMUSG00000096458
mm_xp_gene_2354	Xetrov90003223m	ENSMUSG00000006342
mm_xp_gene_2355	Xetrov90003230m	ENSMUSG00000022758
mm_xp_gene_2356	Xetrov90003234m	ENSMUSG00000034940
mm_xp_gene_2357	Xetrov90003238m	ENSMUSG00000026925
mm_xp_gene_2358	Xetrov90003240m	ENSMUSG00000026925
mm_xp_gene_2359	Xetrov90003253m	ENSMUSG00000058152
mm_xp_gene_2360	Xetrov90003254m	ENSMUSG00000026925
mm_xp_gene_2361	Xetrov90003299m	ENSMUSG00000024528
mm_xp_gene_2362	Xetrov90003300m	ENSMUSG00000043872
mm_xp_gene_2363	Xetrov90003320m	ENSMUSG00000069089
mm_xp_gene_2364	Xetrov90003361m	ENSMUSG00000021668
mm_xp_gene_2365	Xetrov90003367m	ENSMUSG00000109561
mm_xp_gene_2366	Xetrov90003391m	ENSMUSG00000049658
mm_xp_gene_2367	Xetrov90003468m	ENSMUSG00000021596
mm_xp_gene_2368	Xetrov90003474m	ENSMUSG00000021589
mm_xp_gene_2369	Xetrov90003504m	ENSMUSG00000034751
mm_xp_gene_2370	Xetrov90003589m	ENSMUSG00000042348
mm_xp_gene_2371	Xetrov90003657m	ENSMUSG00000022949
mm_xp_gene_2372	Xetrov90003661m	ENSMUSG00000022146
mm_xp_gene_2373	Xetrov90003677m	ENSMUSG00000089678
mm_xp_gene_2374	Xetrov90003730m	ENSMUSG00000039529
mm_xp_gene_2375	Xetrov90003756m	ENSMUSG00000110324
mm_xp_gene_2376	Xetrov90003756m	ENSMUSG00000109859
mm_xp_gene_2377	Xetrov90003756m	ENSMUSG00000056885
mm_xp_gene_2378	Xetrov90003756m	ENSMUSG00000054759
mm_xp_gene_2379	Xetrov90003778m	ENSMUSG00000020211
mm_xp_gene_2380	Xetrov90003782m	ENSMUSG00000053268
mm_xp_gene_2381	Xetrov90003785m	ENSMUSG00000035765
mm_xp_gene_2382	Xetrov90003797m	ENSMUSG00000047531
mm_xp_gene_2383	Xetrov90003815m	ENSMUSG00000032818
mm_xp_gene_2384	Xetrov90003819m	ENSMUSG00000025425
mm_xp_gene_2385	Xetrov90003821m	ENSMUSG00000091055
mm_xp_gene_2386	Xetrov90003832m	ENSMUSG00000028443
mm_xp_gene_2387	Xetrov90003833m	ENSMUSG00000028438
mm_xp_gene_2388	Xetrov90003868m	ENSMUSG00000022701
mm_xp_gene_2389	Xetrov90003869m	ENSMUSG00000022701
mm_xp_gene_2390	Xetrov90003870m	ENSMUSG00000022701
mm_xp_gene_2391	Xetrov90003878m	ENSMUSG00000025272
mm_xp_gene_2392	Xetrov90003880m	ENSMUSG00000074682
mm_xp_gene_2393	Xetrov90003914m	ENSMUSG00000046204
mm_xp_gene_2394	Xetrov90003945m	ENSMUSG00000028093
mm_xp_gene_2395	Xetrov90003947m	ENSMUSG00000032306
mm_xp_gene_2396	Xetrov90003963m	ENSMUSG00000020211
mm_xp_gene_2397	Xetrov90003978m	ENSMUSG00000074682
mm_xp_gene_2398	Xetrov90003991m	ENSMUSG00000074682
mm_xp_gene_2399	Xetrov90004030m	ENSMUSG00000018377
mm_xp_gene_2400	Xetrov90004044m	ENSMUSG00000075592
mm_xp_gene_2401	Xetrov90004051m	ENSMUSG00000022962
mm_xp_gene_2402	Xetrov90004061m	ENSMUSG00000089774
mm_xp_gene_2403	Xetrov90004063m	ENSMUSG00000030177
mm_xp_gene_2404	Xetrov90004074m	ENSMUSG00000093701
mm_xp_gene_2405	Xetrov90004074m	ENSMUSG00000022969
mm_xp_gene_2406	Xetrov90004082m	ENSMUSG00000022974
mm_xp_gene_2407	Xetrov90004151m	ENSMUSG00000055540
mm_xp_gene_2408	Xetrov90004161m	ENSMUSG00000052504
mm_xp_gene_2409	Xetrov90004162m	ENSMUSG00000030741
mm_xp_gene_2410	Xetrov90004173m	ENSMUSG00000064115
mm_xp_gene_2411	Xetrov90004180m	ENSMUSG00000052516
mm_xp_gene_2412	Xetrov90004183m	ENSMUSG00000023088
mm_xp_gene_2413	Xetrov90004185m	ENSMUSG00000026880
mm_xp_gene_2414	Xetrov90004258m	ENSMUSG00000000632
mm_xp_gene_2415	Xetrov90004266m	ENSMUSG00000061981
mm_xp_gene_2416	Xetrov90004286m	ENSMUSG00000020836
mm_xp_gene_2417	Xetrov90004303m	ENSMUSG00000038335
mm_xp_gene_2418	Xetrov90004309m	ENSMUSG00000078789
mm_xp_gene_2419	Xetrov90004318m	ENSMUSG00000021948
mm_xp_gene_2420	Xetrov90004327m	ENSMUSG00000021948
mm_xp_gene_2421	Xetrov90004329m	ENSMUSG00000029176
mm_xp_gene_2422	Xetrov90004342m	ENSMUSG00000043336
mm_xp_gene_2423	Xetrov90004357m	ENSMUSG00000033882
mm_xp_gene_2424	Xetrov90004374m	ENSMUSG00000005947
mm_xp_gene_2425	Xetrov90004375m	ENSMUSG00000005947
mm_xp_gene_2426	Xetrov90004383m	ENSMUSG00000025272
mm_xp_gene_2427	Xetrov90004421m	ENSMUSG00000029176
mm_xp_gene_2428	Xetrov90004440m	ENSMUSG00000059326
mm_xp_gene_2429	Xetrov90004459m	ENSMUSG00000096458
mm_xp_gene_2430	Xetrov90004460m	ENSMUSG00000053198
mm_xp_gene_2431	Xetrov90004461m	ENSMUSG00000053198
mm_xp_gene_2432	Xetrov90004577m	ENSMUSG00000031986
mm_xp_gene_2433	Xetrov90004584m	ENSMUSG00000029703
mm_xp_gene_2434	Xetrov90004597m	ENSMUSG00000020826
mm_xp_gene_2435	Xetrov90004617m	ENSMUSG00000026778
mm_xp_gene_2436	Xetrov90004648m	ENSMUSG00000046204
mm_xp_gene_2437	Xetrov90004663m	ENSMUSG00000016194
mm_xp_gene_2438	Xetrov90004750m	ENSMUSG00000033157
mm_xp_gene_2439	Xetrov90004838m	ENSMUSG00000048756
mm_xp_gene_2440	Xetrov90004847m	ENSMUSG00000028772
mm_xp_gene_2441	Xetrov90004865m	ENSMUSG00000046204
mm_xp_gene_2442	Xetrov90004892m	ENSMUSG00000028859
mm_xp_gene_2443	Xetrov90004947m	ENSMUSG00000026925
mm_xp_gene_2444	Xetrov90004957m	ENSMUSG00000028289
mm_xp_gene_2445	Xetrov90004965m	ENSMUSG00000041757
mm_xp_gene_2446	Xetrov90004977m	ENSMUSG00000039512
mm_xp_gene_2447	Xetrov90004978m	ENSMUSG00000039512
mm_xp_gene_2448	Xetrov90004991m	ENSMUSG00000036699
mm_xp_gene_2449	Xetrov90004991m	ENSMUSG00000031428
mm_xp_gene_2450	Xetrov90004998m	ENSMUSG00000024225
mm_xp_gene_2451	Xetrov90005045m	ENSMUSG00000004038
mm_xp_gene_2452	Xetrov90005045m	ENSMUSG00000058135
mm_xp_gene_2453	Xetrov90005045m	ENSMUSG00000040562
mm_xp_gene_2454	Xetrov90005045m	ENSMUSG00000068762
mm_xp_gene_2455	Xetrov90005082m	ENSMUSG00000026437
mm_xp_gene_2456	Xetrov90005103m	ENSMUSG00000042349
mm_xp_gene_2457	Xetrov90005110m	ENSMUSG00000016529
mm_xp_gene_2458	Xetrov90005129m	ENSMUSG00000027855
mm_xp_gene_2459	Xetrov90005150m	ENSMUSG00000059077
mm_xp_gene_2460	Xetrov90005152m	ENSMUSG00000031986
mm_xp_gene_2461	Xetrov90005170m	ENSMUSG00000026578
mm_xp_gene_2462	Xetrov90005213m	ENSMUSG00000046287
mm_xp_gene_2463	Xetrov90005264m	ENSMUSG00000027843
mm_xp_gene_2464	Xetrov90005278m	ENSMUSG00000026417
mm_xp_gene_2465	Xetrov90005312m	ENSMUSG00000075592
mm_xp_gene_2466	Xetrov90005321m	ENSMUSG00000019961
mm_xp_gene_2467	Xetrov90005335m	ENSMUSG00000063239
mm_xp_gene_2468	Xetrov90005336m	ENSMUSG00000063239
mm_xp_gene_2469	Xetrov90005341m	ENSMUSG00000028998
mm_xp_gene_2470	Xetrov90005353m	ENSMUSG00000026934
mm_xp_gene_2471	Xetrov90005357m	ENSMUSG00000033671
mm_xp_gene_2472	Xetrov90005402m	ENSMUSG00000048874
mm_xp_gene_2473	Xetrov90005404m	ENSMUSG00000075592
mm_xp_gene_2474	Xetrov90005406m	ENSMUSG00000046204
mm_xp_gene_2475	Xetrov90005534m	ENSMUSG00000018733
mm_xp_gene_2476	Xetrov90005549m	ENSMUSG00000039860
mm_xp_gene_2477	Xetrov90005583m	ENSMUSG00000059493
mm_xp_gene_2478	Xetrov90005604m	ENSMUSG00000010122
mm_xp_gene_2479	Xetrov90005614m	ENSMUSG00000096458
mm_xp_gene_2480	Xetrov90005644m	ENSMUSG00000029673
mm_xp_gene_2481	Xetrov90005650m	ENSMUSG00000056752
mm_xp_gene_2482	Xetrov90005680m	ENSMUSG00000020785
mm_xp_gene_2483	Xetrov90005693m	ENSMUSG00000064310
mm_xp_gene_2484	Xetrov90005694m	ENSMUSG00000064310
mm_xp_gene_2485	Xetrov90005696m	ENSMUSG00000056972
mm_xp_gene_2486	Xetrov90005699m	ENSMUSG00000031444
mm_xp_gene_2487	Xetrov90005704m	ENSMUSG00000022641
mm_xp_gene_2488	Xetrov90005725m	ENSMUSG00000042784
mm_xp_gene_2489	Xetrov90005749m	ENSMUSG00000035258
mm_xp_gene_2490	Xetrov90005752m	ENSMUSG00000035258
mm_xp_gene_2491	Xetrov90005785m	ENSMUSG00000045103
mm_xp_gene_2492	Xetrov90005786m	ENSMUSG00000045103
mm_xp_gene_2493	Xetrov90005801m	ENSMUSG00000037990
mm_xp_gene_2494	Xetrov90005835m	ENSMUSG00000026070
mm_xp_gene_2495	Xetrov90005836m	ENSMUSG00000026068
mm_xp_gene_2496	Xetrov90005859m	ENSMUSG00000021905
mm_xp_gene_2497	Xetrov90005860m	ENSMUSG00000021948
mm_xp_gene_2498	Xetrov90005890m	ENSMUSG00000026116
mm_xp_gene_2499	Xetrov90005898m	ENSMUSG00000021948
mm_xp_gene_2500	Xetrov90005924m	ENSMUSG00000025862
mm_xp_gene_2501	Xetrov90005935m	ENSMUSG00000038506
mm_xp_gene_2502	Xetrov90005946m	ENSMUSG00000031444
mm_xp_gene_2503	Xetrov90005964m	ENSMUSG00000031503
mm_xp_gene_2504	Xetrov90006000m	ENSMUSG00000041650
mm_xp_gene_2505	Xetrov90006014m	ENSMUSG00000050350
mm_xp_gene_2506	Xetrov90006020m	ENSMUSG00000025555
mm_xp_gene_2507	Xetrov90006027m	ENSMUSG00000053465
mm_xp_gene_2508	Xetrov90006063m	ENSMUSG00000033004
mm_xp_gene_2509	Xetrov90006066m	ENSMUSG00000062252
mm_xp_gene_2510	Xetrov90006090m	ENSMUSG00000055421
mm_xp_gene_2511	Xetrov90006091m	ENSMUSG00000055421
mm_xp_gene_2512	Xetrov90006109m	ENSMUSG00000035566
mm_xp_gene_2513	Xetrov90006124m	ENSMUSG00000058997
mm_xp_gene_2514	Xetrov90006134m	ENSMUSG00000034795
mm_xp_gene_2515	Xetrov90006156m	ENSMUSG00000021997
mm_xp_gene_2516	Xetrov90006158m	ENSMUSG00000068015
mm_xp_gene_2517	Xetrov90006178m	ENSMUSG00000023007
mm_xp_gene_2518	Xetrov90006218m	ENSMUSG00000037579
mm_xp_gene_2519	Xetrov90006233m	ENSMUSG00000024063
mm_xp_gene_2520	Xetrov90006279m	ENSMUSG00000051346
mm_xp_gene_2521	Xetrov90006326m	ENSMUSG00000040345
mm_xp_gene_2522	Xetrov90006404m	ENSMUSG00000045409
mm_xp_gene_2523	Xetrov90006415m	ENSMUSG00000045409
mm_xp_gene_2524	Xetrov90006457m	ENSMUSG00000004591
mm_xp_gene_2525	Xetrov90006504m	ENSMUSG00000004591
mm_xp_gene_2526	Xetrov90006580m	ENSMUSG00000021981
mm_xp_gene_2527	Xetrov90006654m	ENSMUSG00000056306
mm_xp_gene_2528	Xetrov90006664m	ENSMUSG00000027799
mm_xp_gene_2529	Xetrov90006694m	ENSMUSG00000026523
mm_xp_gene_2530	Xetrov90006695m	ENSMUSG00000104301
mm_xp_gene_2531	Xetrov90006708m	ENSMUSG00000029651
mm_xp_gene_2532	Xetrov90006731m	ENSMUSG00000021983
mm_xp_gene_2533	Xetrov90006732m	ENSMUSG00000021983
mm_xp_gene_2534	Xetrov90006734m	ENSMUSG00000024474
mm_xp_gene_2535	Xetrov90006764m	ENSMUSG00000000365
mm_xp_gene_2536	Xetrov90006785m	ENSMUSG00000096458
mm_xp_gene_2537	Xetrov90006807m	ENSMUSG00000034218
mm_xp_gene_2538	Xetrov90006815m	ENSMUSG00000022961
mm_xp_gene_2539	Xetrov90006829m	ENSMUSG00000050578
mm_xp_gene_2540	Xetrov90006832m	ENSMUSG00000010592
mm_xp_gene_2541	Xetrov90006855m	ENSMUSG00000040729
mm_xp_gene_2542	Xetrov90006865m	ENSMUSG00000039488
mm_xp_gene_2543	Xetrov90006866m	ENSMUSG00000039488
mm_xp_gene_2544	Xetrov90006869m	ENSMUSG00000096458
mm_xp_gene_2545	Xetrov90006878m	ENSMUSG00000013076
mm_xp_gene_2546	Xetrov90006879m	ENSMUSG00000013076
mm_xp_gene_2547	Xetrov90006880m	ENSMUSG00000031918
mm_xp_gene_2548	Xetrov90006884m	ENSMUSG00000031918
mm_xp_gene_2549	Xetrov90006921m	ENSMUSG00000030562
mm_xp_gene_2550	Xetrov90006924m	ENSMUSG00000049583
mm_xp_gene_2551	Xetrov90006958m	ENSMUSG00000006014
mm_xp_gene_2552	Xetrov90006959m	ENSMUSG00000000103
mm_xp_gene_2553	Xetrov90006959m	ENSMUSG00000053211
mm_xp_gene_2554	Xetrov90006964m	ENSMUSG00000074682
mm_xp_gene_2555	Xetrov90007005m	ENSMUSG00000053198
mm_xp_gene_2556	Xetrov90007040m	ENSMUSG00000027737
mm_xp_gene_2557	Xetrov90007042m	ENSMUSG00000030313
mm_xp_gene_2558	Xetrov90007044m	ENSMUSG00000038784
mm_xp_gene_2559	Xetrov90007053m	ENSMUSG00000038665
mm_xp_gene_2560	Xetrov90007055m	ENSMUSG00000063455
mm_xp_gene_2561	Xetrov90007056m	ENSMUSG00000038600
mm_xp_gene_2562	Xetrov90007069m	ENSMUSG00000059602
mm_xp_gene_2563	Xetrov90007086m	ENSMUSG00000009545
mm_xp_gene_2564	Xetrov90007093m	ENSMUSG00000030306
mm_xp_gene_2565	Xetrov90007113m	ENSMUSG00000061414
mm_xp_gene_2566	Xetrov90007138m	ENSMUSG00000031596
mm_xp_gene_2567	Xetrov90007192m	ENSMUSG00000024613
mm_xp_gene_2568	Xetrov90007204m	ENSMUSG00000020409
mm_xp_gene_2569	Xetrov90007206m	ENSMUSG00000001930
mm_xp_gene_2570	Xetrov90007239m	ENSMUSG00000025200
mm_xp_gene_2571	Xetrov90007257m	ENSMUSG00000075592
mm_xp_gene_2572	Xetrov90007272m	ENSMUSG00000019975
mm_xp_gene_2573	Xetrov90007306m	ENSMUSG00000026925
mm_xp_gene_2574	Xetrov90007307m	ENSMUSG00000055415
mm_xp_gene_2575	Xetrov90007314m	ENSMUSG00000026925
mm_xp_gene_2576	Xetrov90007321m	ENSMUSG00000040489
mm_xp_gene_2577	Xetrov90007339m	ENSMUSG00000021496
mm_xp_gene_2578	Xetrov90007375m	ENSMUSG00000102543
mm_xp_gene_2579	Xetrov90007450m	ENSMUSG00000102543
mm_xp_gene_2580	Xetrov90007467m	ENSMUSG00000096458
mm_xp_gene_2581	Xetrov90007478m	ENSMUSG00000026925
mm_xp_gene_2582	Xetrov90007500m	ENSMUSG00000020159
mm_xp_gene_2583	Xetrov90007507m	ENSMUSG00000020143
mm_xp_gene_2584	Xetrov90007510m	ENSMUSG00000026925
mm_xp_gene_2585	Xetrov90007511m	ENSMUSG00000026925
mm_xp_gene_2586	Xetrov90007514m	ENSMUSG00000026925
mm_xp_gene_2587	Xetrov90007516m	ENSMUSG00000056427
mm_xp_gene_2588	Xetrov90007524m	ENSMUSG00000051306
mm_xp_gene_2589	Xetrov90007537m	ENSMUSG00000063652
mm_xp_gene_2590	Xetrov90007537m	ENSMUSG00000018900
mm_xp_gene_2591	Xetrov90007542m	ENSMUSG00000018906
mm_xp_gene_2592	Xetrov90007545m	ENSMUSG00000091204
mm_xp_gene_2593	Xetrov90007582m	ENSMUSG00000109293
mm_xp_gene_2594	Xetrov90007583m	ENSMUSG00000109293
mm_xp_gene_2595	Xetrov90007587m	ENSMUSG00000030887
mm_xp_gene_2596	Xetrov90007588m	ENSMUSG00000096458
mm_xp_gene_2597	Xetrov90007590m	ENSMUSG00000051401
mm_xp_gene_2598	Xetrov90007614m	ENSMUSG00000021948
mm_xp_gene_2599	Xetrov90007666m	ENSMUSG00000042211
mm_xp_gene_2600	Xetrov90007667m	ENSMUSG00000019961
mm_xp_gene_2601	Xetrov90007689m	ENSMUSG00000043183
mm_xp_gene_2602	Xetrov90007698m	ENSMUSG00000034379
mm_xp_gene_2603	Xetrov90007767m	ENSMUSG00000003778
mm_xp_gene_2604	Xetrov90007767m	ENSMUSG00000049357
mm_xp_gene_2605	Xetrov90007784m	ENSMUSG00000067872
mm_xp_gene_2606	Xetrov90007854m	ENSMUSG00000052273
mm_xp_gene_2607	Xetrov90007856m	ENSMUSG00000052273
mm_xp_gene_2608	Xetrov90007874m	ENSMUSG00000019906
mm_xp_gene_2609	Xetrov90007883m	ENSMUSG00000019892
mm_xp_gene_2610	Xetrov90007887m	ENSMUSG00000027176
mm_xp_gene_2611	Xetrov90007888m	ENSMUSG00000027176
mm_xp_gene_2612	Xetrov90007899m	ENSMUSG00000019971
mm_xp_gene_2613	Xetrov90007911m	ENSMUSG00000019943
mm_xp_gene_2614	Xetrov90007943m	ENSMUSG00000096458
mm_xp_gene_2615	Xetrov90008044m	ENSMUSG00000035681
