Species	Symbol	Ensembl	Family	Protein	Entrez ID
Danio_rerio	si:ch211-198a12	ENSDARG00000074624	zf-C2H2	ENSDARP00000117362;	563253
Danio_rerio	si:dkey-34f9	ENSDARG00000077813	bHLH	ENSDARP00000116493;	-
Danio_rerio	her8a	ENSDARG00000016363	bHLH	ENSDARP00000111735;ENSDARP00000010206;	323656
Danio_rerio	BX936442.1	ENSDARG00000111929	Pou	ENSDARP00000149789;	-
Danio_rerio	znf1065	ENSDARG00000090366	zf-C2H2	ENSDARP00000125218;ENSDARP00000156951;	100126129
Danio_rerio	zgc:173702	ENSDARG00000103636	zf-C2H2	ENSDARP00000133542;ENSDARP00000138839;	100533191
Danio_rerio	BX663502.4	ENSDARG00000114414	Fork_head	ENSDARP00000148328;	-
Danio_rerio	CABZ01081752.3	ENSDARG00000103244	zf-C2H2	ENSDARP00000144038;	557537
Danio_rerio	alx1	ENSDARG00000062824	Homeobox	ENSDARP00000123391;	565176
Danio_rerio	si:dkey-210j14	ENSDARG00000089883	zf-C2H2	ENSDARP00000104735;	100003238
Danio_rerio	foxn3	ENSDARG00000012833	Fork_head	ENSDARP00000120674;ENSDARP00000126371;	692291
Danio_rerio	hoxb8b	ENSDARG00000111056	Homeobox	ENSDARP00000148023;	-
Danio_rerio	znf995	ENSDARG00000109864	zf-C2H2	ENSDARP00000157185;ENSDARP00000126520;	108183708
Danio_rerio	zgc:174696	ENSDARG00000110658	zf-C2H2	ENSDARP00000135234;	324116
Danio_rerio	BX511013.1	ENSDARG00000112403	THAP	ENSDARP00000148960;	103908633
Danio_rerio	znf1001	ENSDARG00000115857	zf-C2H2	ENSDARP00000136903;	100538208
Danio_rerio	hoxd13a	ENSDARG00000059256	Homeobox	ENSDARP00000076768;	30407
Danio_rerio	AL954741.3	ENSDARG00000100544	zf-C2H2	ENSDARP00000138269;ENSDARP00000131600;	100006445
Danio_rerio	jazf1b	ENSDARG00000056793	zf-C2H2	ENSDARP00000073799;	494088
Danio_rerio	znf1158	ENSDARG00000102606	zf-C2H2	ENSDARP00000131483;	108181161
Danio_rerio	CT027745.3	ENSDARG00000112623	T-box	ENSDARP00000152267;	-
Danio_rerio	si:dkey-34m19	ENSDARG00000078814	zf-C2H2	ENSDARP00000125956;ENSDARP00000099658;ENSDARP00000137465;	100005466
Danio_rerio	hoxb6b	ENSDARG00000111786	Homeobox	ENSDARP00000150618;	-
Danio_rerio	atf7b	ENSDARG00000055481	TF_bZIP	ENSDARP00000120632;ENSDARP00000094817;	567018
Danio_rerio	myb	ENSDARG00000053666	MYB	ENSDARP00000070207;ENSDARP00000070211;	30519
Danio_rerio	BX936445.4	ENSDARG00000112502	ZBTB	ENSDARP00000150311;ENSDARP00000150311;	-
Danio_rerio	hoxb9a	ENSDARG00000056023	Homeobox	ENSDARP00000022169;	30344
Danio_rerio	gsx2	ENSDARG00000116417	Homeobox	ENSDARP00000146944;	-
Danio_rerio	rarga	ENSDARG00000034117	THR-like	ENSDARP00000123094;ENSDARP00000049550;ENSDARP00000112380;	30606
Danio_rerio	zeb1b	ENSDARG00000013207	zf-C2H2	ENSDARP00000047723;ENSDARP00000047723;	114425
Danio_rerio	grhl2b	ENSDARG00000061974	CP2	ENSDARP00000150173;ENSDARP00000124302;	100034503
Danio_rerio	lhx8a	ENSDARG00000002330	Homeobox	ENSDARP00000028001;ENSDARP00000120611;	378959
Danio_rerio	meis1a	ENSDARG00000002937	Homeobox	ENSDARP00000125440;ENSDARP00000026780;	170455
Danio_rerio	ches1	ENSDARG00000043553	Fork_head	ENSDARP00000094912;ENSDARP00000115349;	555843
Danio_rerio	zbtb43	ENSDARG00000045983	ZBTB	ENSDARP00000067599;ENSDARP00000067599;ENSDARP00000123672;ENSDARP00000123672;	557590
Danio_rerio	ikzf1	ENSDARG00000013539	zf-C2H2	ENSDARP00000151091;ENSDARP00000013960;ENSDARP00000074176;ENSDARP00000046078;ENSDARP00000151737;ENSDARP00000150749;ENSDARP00000050480;	30177
Danio_rerio	znf1079	ENSDARG00000099346	zf-C2H2	ENSDARP00000130132;ENSDARP00000140605;ENSDARP00000141537;	100333893
Danio_rerio	znf770	ENSDARG00000070786	zf-C2H2	ENSDARP00000113051;	100535231
Danio_rerio	mta3	ENSDARG00000054903	zf-GATA	ENSDARP00000109572;ENSDARP00000071648;ENSDARP00000107969;	100003254
Danio_rerio	l3mbtl1a	ENSDARG00000014828	zf-C2HC	ENSDARP00000123463;	-
Danio_rerio	si:dkey-13n23	ENSDARG00000070465	zf-BED	ENSDARP00000094223;ENSDARP00000139020;	100000534
Danio_rerio	gata1b	ENSDARG00000059130	zf-GATA	ENSDARP00000076594;ENSDARP00000114985;	564960
Danio_rerio	BX649328.3	ENSDARG00000110031	zf-C2H2	ENSDARP00000150567;	-
Danio_rerio	znf1147	ENSDARG00000100652	zf-C2H2	ENSDARP00000131832;ENSDARP00000115550;	100141494
Danio_rerio	zfhx4	ENSDARG00000075542	Homeobox	ENSDARP00000143509;ENSDARP00000122306;ENSDARP00000101036;	556453
Danio_rerio	sim1b	ENSDARG00000013789	bHLH	ENSDARP00000003984;ENSDARP00000122451;	566656
Danio_rerio	si:dkeyp-106c3	ENSDARG00000095549	zf-BED	ENSDARP00000114208;	100001550
Danio_rerio	e2f4	ENSDARG00000101578	E2F	ENSDARP00000153444;ENSDARP00000132304;	406741
Danio_rerio	znf993	ENSDARG00000103247	zf-C2H2	ENSDARP00000133741;	-
Danio_rerio	si:dkey-33c14	ENSDARG00000087839	zf-C2H2	ENSDARP00000103559;	100333245
Danio_rerio	BX571714.13	ENSDARG00000115912	zf-C2H2	ENSDARP00000148756;	-
Danio_rerio	zbtb47b	ENSDARG00000079547	zf-C2H2	ENSDARP00000151546;ENSDARP00000114519;ENSDARP00000138046;	-
Danio_rerio	si:dkey-5i16	ENSDARG00000116211	zf-C2H2	ENSDARP00000128593;ENSDARP00000129016;	-
Danio_rerio	znf1149	ENSDARG00000113582	zf-C2H2	ENSDARP00000128282;ENSDARP00000137284;	-
Danio_rerio	helt	ENSDARG00000056400	bHLH	ENSDARP00000073348;	404275
Danio_rerio	si:ch211-245n8	ENSDARG00000096222	zf-C2H2	ENSDARP00000125269;	-
Danio_rerio	pias4b	ENSDARG00000042215	zf-MIZ	ENSDARP00000124200;ENSDARP00000124244;ENSDARP00000145407;	393314
Danio_rerio	gtf2ird1	ENSDARG00000022203	GTF2I	ENSDARP00000146888;ENSDARP00000123826;	81597
Danio_rerio	dachc	ENSDARG00000003142	DACH	ENSDARP00000008927;	692255
Danio_rerio	si:ch73-57f22	ENSDARG00000087453	zf-C2H2	ENSDARP00000125014;	-
Danio_rerio	tbr1b	ENSDARG00000004712	T-box	ENSDARP00000019930;	58042
Danio_rerio	hmx3a	ENSDARG00000070955	Homeobox	ENSDARP00000095383;	60310
Danio_rerio	camta1a	ENSDARG00000077428	CG-1	ENSDARP00000126402;	797322
Danio_rerio	sp8b	ENSDARG00000056666	zf-C2H2	ENSDARP00000073657;ENSDARP00000156612;ENSDARP00000101509;	324931
Danio_rerio	rfx7b	ENSDARG00000103691	RFX	ENSDARP00000133236;	100538179
Danio_rerio	BX000363.1	ENSDARG00000088631	MYB	ENSDARP00000111755;	100535969
Danio_rerio	sox11a	ENSDARG00000077811	HMG	ENSDARP00000105811;	30602
Danio_rerio	tfe3a	ENSDARG00000098903	bHLH	ENSDARP00000139251;ENSDARP00000135726;	114834
Danio_rerio	si:dkey-25i10	ENSDARG00000098536	zf-C2H2	ENSDARP00000141360;	-
Danio_rerio	znf993	ENSDARG00000109840	zf-C2H2	ENSDARP00000115007;	-
Danio_rerio	her15	ENSDARG00000054562	bHLH	ENSDARP00000055706;	100534909
Danio_rerio	smad9	ENSDARG00000021938	MH1	ENSDARP00000148074;ENSDARP00000117800;ENSDARP00000131023;	445564
Danio_rerio	si:dkey-40j3	ENSDARG00000103597	zf-C2H2	ENSDARP00000139225;ENSDARP00000133554;	-
Danio_rerio	hmgb1a	ENSDARG00000099175	HMG	ENSDARP00000134229;ENSDARP00000153427;	321622
Danio_rerio	si:ch73-347e22	ENSDARG00000101029	zf-C2H2	ENSDARP00000136060;ENSDARP00000144216;	100536830
Danio_rerio	hoxc13b	ENSDARG00000113877	Homeobox	ENSDARP00000147440;	58063
Danio_rerio	si:ch211-226o13	ENSDARG00000115450	zf-C2H2	ENSDARP00000131950;	100329790
Danio_rerio	irf9	ENSDARG00000016457	IRF	ENSDARP00000126686;ENSDARP00000123550;ENSDARP00000127044;	403013
Danio_rerio	BX914217.2	ENSDARG00000116678	bHLH	ENSDARP00000157203;	-
Danio_rerio	srebf2	ENSDARG00000063438	bHLH	ENSDARP00000087122;	100037309
Danio_rerio	klf6a	ENSDARG00000029072	zf-C2H2	ENSDARP00000114929;ENSDARP00000037789;	280650
Danio_rerio	ddit3	ENSDARG00000059836	TF_bZIP	ENSDARP00000078063;	561924
Danio_rerio	CR388166.1	ENSDARG00000087753	bHLH	ENSDARP00000150376;ENSDARP00000114984;	-
Danio_rerio	irf1b	ENSDARG00000043249	IRF	ENSDARP00000156859;ENSDARP00000140878;	792160
Danio_rerio	znf438	ENSDARG00000061311	zf-C2H2	ENSDARP00000081763;	798757
Danio_rerio	atf6	ENSDARG00000012656	TF_bZIP	ENSDARP00000009333;	558071
Danio_rerio	zmiz2	ENSDARG00000098683	zf-MIZ	ENSDARP00000141422;	100333571
Danio_rerio	bcl6ab	ENSDARG00000069295	ZBTB	ENSDARP00000116903;ENSDARP00000116903;	100001936
Danio_rerio	hoxc5a	ENSDARG00000070340	Homeobox	ENSDARP00000121862;	30379
Danio_rerio	prox2	ENSDARG00000041952	HPD	ENSDARP00000099298;	100003863
Danio_rerio	si:dkey-16p19	ENSDARG00000112103	zf-C2H2	ENSDARP00000139968;ENSDARP00000126356;	570343
Danio_rerio	zgc:171435	ENSDARG00000111899	zf-C2H2	ENSDARP00000133008;	-
Danio_rerio	AL845357.6	ENSDARG00000116035	zf-C2HC	ENSDARP00000147547;ENSDARP00000146620;ENSDARP00000157066;ENSDARP00000152638;ENSDARP00000156856;	-
Danio_rerio	si:ch211-145o7	ENSDARG00000061548	Fork_head	ENSDARP00000112620;	100003583
Danio_rerio	si:cabz01071912	ENSDARG00000104163	zf-C2H2	ENSDARP00000139151;	-
Danio_rerio	si:dkey-56m15	ENSDARG00000093461	zf-C2H2	ENSDARP00000116776;	-
Danio_rerio	CABZ01005857.1	ENSDARG00000115480	THAP	ENSDARP00000148288;	-
Danio_rerio	BX005085.2	ENSDARG00000098122	zf-C2H2	ENSDARP00000130196;	-
Danio_rerio	si:ch73-144d13	ENSDARG00000086223	zf-C2H2	ENSDARP00000128748;	100004031
Danio_rerio	si:dkey-10f23	ENSDARG00000105669	zf-NF-X1	ENSDARP00000142738;	562071
Danio_rerio	tbx19	ENSDARG00000079187	T-box	ENSDARP00000103376;ENSDARP00000125037;	100538180
Danio_rerio	znf407	ENSDARG00000087536	zf-C2H2	ENSDARP00000146361;ENSDARP00000124312;ENSDARP00000123996;	-
Danio_rerio	irx1b	ENSDARG00000056594	Homeobox	ENSDARP00000073569;	114430
Danio_rerio	si:ch1073-127d16	ENSDARG00000087674	zf-C2H2	ENSDARP00000126255;	101883863
Danio_rerio	hnf4a	ENSDARG00000112985	RXR-like	ENSDARP00000151013;	-
Danio_rerio	pou3f3a	ENSDARG00000042032	Pou	ENSDARP00000103222;ENSDARP00000061592;ENSDARP00000117406;	30386
Danio_rerio	CABZ01002188.1	ENSDARG00000100415	zf-C2H2	ENSDARP00000134703;	-
Danio_rerio	ubald1a	ENSDARG00000002362	zf-LITAF-like	ENSDARP00000127274;	794012
Danio_rerio	sox2	ENSDARG00000070913	HMG	ENSDARP00000095266;	378723
Danio_rerio	gcm2	ENSDARG00000045413	GCM	ENSDARP00000113822;ENSDARP00000066779;	449615
Danio_rerio	elk3	ENSDARG00000110853	ETS	ENSDARP00000151553;	-
Danio_rerio	dlx2b	ENSDARG00000116017	Homeobox	ENSDARP00000148270;	-
Danio_rerio	znf980	ENSDARG00000114289	zf-C2H2	ENSDARP00000105447;	-
Danio_rerio	sox19a	ENSDARG00000110497	HMG	ENSDARP00000151033;ENSDARP00000019070;	-
Danio_rerio	mybl2a	ENSDARG00000095241	MYB	ENSDARP00000151403;ENSDARP00000115602;ENSDARP00000145018;	100005189
Danio_rerio	hoxc12b	ENSDARG00000103133	Homeobox	ENSDARP00000132869;	58062
Danio_rerio	si:dkeyp-30e7	ENSDARG00000094387	THAP	ENSDARP00000155663;	-
Danio_rerio	CU457778.2	ENSDARG00000109381	zf-C2H2	ENSDARP00000135499;	100329258
Danio_rerio	znf1111	ENSDARG00000110852	zf-C2H2	ENSDARP00000125236;	-
Danio_rerio	BX323598.3	ENSDARG00000111018	zf-C2H2	ENSDARP00000154229;	-
Danio_rerio	CABZ01080135.1	ENSDARG00000116511	bHLH	ENSDARP00000151859;	108449885
Danio_rerio	si:dkey-20i20	ENSDARG00000101885	zf-C2H2	ENSDARP00000116650;	-
Danio_rerio	aff2	ENSDARG00000052242	AF-4	ENSDARP00000068559;	100330019
Danio_rerio	si:ch211-255f4	ENSDARG00000100915	zf-C2H2	ENSDARP00000152174;ENSDARP00000137125;	-
Danio_rerio	tbxtb	ENSDARG00000039806	T-box	ENSDARP00000150638;ENSDARP00000129298;	100004296
Danio_rerio	atoh1b	ENSDARG00000099564	bHLH	ENSDARP00000139962;	493915
Danio_rerio	BX530085.2	ENSDARG00000112480	ESR-like	ENSDARP00000149616;	-
Danio_rerio	irx6a	ENSDARG00000034420	Homeobox	ENSDARP00000148767;ENSDARP00000045627;	474317
Danio_rerio	zgc:174310	ENSDARG00000076442	zf-C2H2	ENSDARP00000102271;ENSDARP00000149596;	797700
Danio_rerio	zzz3	ENSDARG00000077581	MYB	ENSDARP00000119233;ENSDARP00000101210;	567022
Danio_rerio	alx4a	ENSDARG00000088332	Homeobox	ENSDARP00000112442;	100006399
Danio_rerio	si:ch73-376l24	ENSDARG00000093403	MYB	ENSDARP00000123008;	-
Danio_rerio	irf3	ENSDARG00000076251	IRF	ENSDARP00000099633;ENSDARP00000126885;	564854
Danio_rerio	BX927193.2	ENSDARG00000111026	zf-C2H2	ENSDARP00000133325;	-
Danio_rerio	BX510922.4	ENSDARG00000116340	zf-C2H2	ENSDARP00000145393;	-
Danio_rerio	CABZ01081730.1	ENSDARG00000098248	zf-C2H2	ENSDARP00000133202;	-
Danio_rerio	si:ch211-191j22	ENSDARG00000094059	HMG	ENSDARP00000112686;	-
Danio_rerio	si:dkey-247i3	ENSDARG00000096186	zf-C2H2	ENSDARP00000125200;	-
Danio_rerio	jund	ENSDARG00000067850	TF_bZIP	ENSDARP00000088526;	564873
Danio_rerio	her4	ENSDARG00000056732	bHLH	ENSDARP00000073730;	100149863
Danio_rerio	zbtb7b	ENSDARG00000021891	ZBTB	ENSDARP00000031455;ENSDARP00000031455;	-
Danio_rerio	dachd	ENSDARG00000069440	DACH	ENSDARP00000091844;	791191
Danio_rerio	pax3a	ENSDARG00000010192	PAX	ENSDARP00000022138;ENSDARP00000037761;	30532
Danio_rerio	si:ch73-299h12	ENSDARG00000102321	zf-C2H2	ENSDARP00000131587;	103909394
Danio_rerio	BX510918.1	ENSDARG00000109684	bHLH	ENSDARP00000150973;	-
Danio_rerio	BX247903.1	ENSDARG00000111121	CBF	ENSDARP00000153219;	-
Danio_rerio	irx5a	ENSDARG00000034043	Homeobox	ENSDARP00000043856;	573346
Danio_rerio	znf1013	ENSDARG00000092507	zf-C2H2	ENSDARP00000128451;	-
Danio_rerio	nfixa	ENSDARG00000043226	CTF/NFI	ENSDARP00000137992;ENSDARP00000112653;	110437879
Danio_rerio	BX324001.4	ENSDARG00000113138	Homeobox	ENSDARP00000157336;	-
Danio_rerio	tefa	ENSDARG00000039117	TF_bZIP	ENSDARP00000057123;ENSDARP00000057124;	30674
Danio_rerio	AL645691.1	ENSDARG00000102561	zf-C2H2	ENSDARP00000130542;	-
Danio_rerio	lef1	ENSDARG00000031894	HMG	ENSDARP00000114249;ENSDARP00000132999;ENSDARP00000047875;	30701
Danio_rerio	hmg20b	ENSDARG00000042045	HMG	ENSDARP00000139903;ENSDARP00000146990;ENSDARP00000061616;	553572
Danio_rerio	BX548005.2	ENSDARG00000110907	MYB	ENSDARP00000153492;	-
Danio_rerio	pbx1b	ENSDARG00000101131	Homeobox	ENSDARP00000139425;	570960
Danio_rerio	arid4a	ENSDARG00000043873	ARID	ENSDARP00000126363;ENSDARP00000094005;ENSDARP00000064411;ENSDARP00000108603;	327404
Danio_rerio	CABZ01075078.1	ENSDARG00000099736	zf-C2H2	ENSDARP00000141044;	100537891
Danio_rerio	si:dkey-16p6	ENSDARG00000093165	zf-C2H2	ENSDARP00000125444;	108183709
Danio_rerio	alx4b	ENSDARG00000074442	Homeobox	ENSDARP00000124718;ENSDARP00000126209;	497424
Danio_rerio	AL844847.2	ENSDARG00000110318	MBD	ENSDARP00000145173;ENSDARP00000148293;ENSDARP00000153179;	-
Danio_rerio	vdrb	ENSDARG00000070721	THR-like	ENSDARP00000126141;ENSDARP00000125655;ENSDARP00000094891;	564511
Danio_rerio	csrnp2	ENSDARG00000075972	CSRNP_N	ENSDARP00000155680;ENSDARP00000144728;ENSDARP00000122565;	100003989
Danio_rerio	zbtb3	ENSDARG00000036235	ZBTB	ENSDARP00000140629;ENSDARP00000140629;	100003975
Danio_rerio	tub	ENSDARG00000111083	Tub	ENSDARP00000147841;ENSDARP00000156851;ENSDARP00000150624;ENSDARP00000144518;	-
Danio_rerio	znf1183	ENSDARG00000100808	zf-C2H2	ENSDARP00000134215;	-
Danio_rerio	si:dkey-246j6	ENSDARG00000103497	zf-C2H2	ENSDARP00000131402;	-
Danio_rerio	smad1	ENSDARG00000027199	MH1	ENSDARP00000154401;ENSDARP00000154860;ENSDARP00000147187;ENSDARP00000030150;	30628
Danio_rerio	barhl1a	ENSDARG00000110061	Homeobox	ENSDARP00000154641;	-
Danio_rerio	zbtb16b	ENSDARG00000074526	ZBTB	ENSDARP00000128866;ENSDARP00000128866;	569773
Danio_rerio	znf1078	ENSDARG00000098430	zf-C2H2	ENSDARP00000139081;ENSDARP00000131494;	565755
Danio_rerio	gsc	ENSDARG00000111184	Homeobox	ENSDARP00000147175;	-
Danio_rerio	stat2	ENSDARG00000031647	STAT	ENSDARP00000124003;ENSDARP00000050681;	565200
Danio_rerio	zbtb1	ENSDARG00000023040	ZBTB	ENSDARP00000021226;ENSDARP00000021226;ENSDARP00000112799;	407718
Danio_rerio	CABZ01003344.1	ENSDARG00000102600	zf-C2H2	ENSDARP00000140442;	108182686
Danio_rerio	wt1a	ENSDARG00000031420	zf-C2H2	ENSDARP00000029174;	30245
Danio_rerio	id3	ENSDARG00000054823	bHLH	ENSDARP00000071555;	246093
Danio_rerio	mafga	ENSDARG00000018109	TF_bZIP	ENSDARP00000127969;	415134
Danio_rerio	ikzf5	ENSDARG00000056491	zf-C2H2	ENSDARP00000073468;ENSDARP00000121409;ENSDARP00000147344;ENSDARP00000146647;ENSDARP00000113181;ENSDARP00000109784;	402893
Danio_rerio	CABZ01087224.1	ENSDARG00000111269	TF_bZIP	ENSDARP00000153909;	-
Danio_rerio	CU929391.1	ENSDARG00000088039	zf-C2H2	ENSDARP00000152863;ENSDARP00000106973;	-
Danio_rerio	CR759833.1	ENSDARG00000094484	zf-C2H2	ENSDARP00000130404;ENSDARP00000125361;	-
Danio_rerio	BX510922.3	ENSDARG00000113380	zf-C2H2	ENSDARP00000155572;	-
Danio_rerio	si:dkey-66i24	ENSDARG00000096689	zf-C2H2	ENSDARP00000127133;	108182824
Danio_rerio	otpa	ENSDARG00000014201	Homeobox	ENSDARP00000122571;ENSDARP00000015517;	560759
Danio_rerio	BX510647.5	ENSDARG00000113850	TF_Otx	ENSDARP00000152985;	-
Danio_rerio	sox3	ENSDARG00000053569	HMG	ENSDARP00000070099;	30529
Danio_rerio	zbtb37	ENSDARG00000115998	ZBTB	ENSDARP00000148545;ENSDARP00000148545;	-
Danio_rerio	fosaa	ENSDARG00000040135	TF_bZIP	ENSDARP00000135189;ENSDARP00000058705;	570238
Danio_rerio	si:cabz01054396	ENSDARG00000089598	zf-C2H2	ENSDARP00000105557;ENSDARP00000143102;	100537687
Danio_rerio	rorcb	ENSDARG00000017780	THR-like	ENSDARP00000105771;ENSDARP00000130739;	562258
Danio_rerio	dacha	ENSDARG00000010132	DACH	ENSDARP00000005001;	192121
Danio_rerio	FOXN2	ENSDARG00000055574	Fork_head	ENSDARP00000053331;	100330010
Danio_rerio	si:dkey-111k8	ENSDARG00000097501	zf-C2H2	ENSDARP00000127482;	101884750
Danio_rerio	BX470242.3	ENSDARG00000116598	zf-C2H2	ENSDARP00000149855;	-
Danio_rerio	usf1l	ENSDARG00000014463	bHLH	ENSDARP00000009717;ENSDARP00000118969;ENSDARP00000118812;ENSDARP00000119342;	406475
Danio_rerio	ovol1b	ENSDARG00000078256	zf-C2H2	ENSDARP00000113006;	100534921
Danio_rerio	si:ch73-389k6	ENSDARG00000103186	THAP	ENSDARP00000131556;ENSDARP00000131326;ENSDARP00000137294;ENSDARP00000153258;ENSDARP00000155941;	327369
Danio_rerio	znf644b	ENSDARG00000102025	zf-C2H2	ENSDARP00000152952;ENSDARP00000130410;	100537559
Danio_rerio	CR352261.3	ENSDARG00000114369	ZBTB	ENSDARP00000148119;ENSDARP00000148119;	-
Danio_rerio	bach2b	ENSDARG00000004074	TF_bZIP	ENSDARP00000150924;ENSDARP00000116013;	555350
Danio_rerio	CR788257.2	ENSDARG00000115152	zf-C2H2	ENSDARP00000148557;	-
Danio_rerio	znf281b	ENSDARG00000035910	zf-C2H2	ENSDARP00000120960;	503523
Danio_rerio	pou4f1	ENSDARG00000005559	Pou	ENSDARP00000007850;	58057
Danio_rerio	drgx	ENSDARG00000069329	Homeobox	ENSDARP00000157517;ENSDARP00000118357;ENSDARP00000155207;	560399
Danio_rerio	zgc:171673	ENSDARG00000102473	zf-C2H2	ENSDARP00000135344;	797138
Danio_rerio	si:ch211-161m3	ENSDARG00000103400	zf-C2H2	ENSDARP00000135607;	-
Danio_rerio	sp7	ENSDARG00000019516	zf-C2H2	ENSDARP00000110025;	405789
Danio_rerio	meis2a	ENSDARG00000098240	Homeobox	ENSDARP00000155813;ENSDARP00000153019;ENSDARP00000137649;	170454
Danio_rerio	mixl1	ENSDARG00000069252	Homeobox	ENSDARP00000108258;	30115
Danio_rerio	znf277	ENSDARG00000025346	zf-C2H2	ENSDARP00000124096;	393402
Danio_rerio	aebp2	ENSDARG00000006038	zf-C2H2	ENSDARP00000106888;ENSDARP00000022060;	406815
Danio_rerio	pax5	ENSDARG00000037383	PAX	ENSDARP00000114412;ENSDARP00000054394;	60636
Danio_rerio	znf1045	ENSDARG00000094034	zf-C2H2	ENSDARP00000125146;	-
Danio_rerio	lhx1b	ENSDARG00000007944	Homeobox	ENSDARP00000025458;	30454
Danio_rerio	zgc:174224	ENSDARG00000093875	zf-C2H2	ENSDARP00000118684;	-
Danio_rerio	CR352258.1	ENSDARG00000076807	zf-C2H2	ENSDARP00000127493;ENSDARP00000149254;	103910350
Danio_rerio	znf692	ENSDARG00000078434	zf-C2H2	ENSDARP00000120955;	565874
Danio_rerio	CR352335.2	ENSDARG00000110408	Fork_head	ENSDARP00000152196;	-
Danio_rerio	FO704670.1	ENSDARG00000112646	bHLH	ENSDARP00000151841;	-
Danio_rerio	znf541	ENSDARG00000052188	zf-C2H2	ENSDARP00000115463;	-
Danio_rerio	camta2	ENSDARG00000092799	CG-1	ENSDARP00000120870;	-
Danio_rerio	tead3a	ENSDARG00000074321	TEA	ENSDARP00000078057;ENSDARP00000150786;	386763
Danio_rerio	BX120011.1	ENSDARG00000112589	ETS	ENSDARP00000147385;	-
Danio_rerio	arid5a	ENSDARG00000077120	ARID	ENSDARP00000102999;	100462698
Danio_rerio	TCF4	ENSDARG00000107408	bHLH	ENSDARP00000147762;ENSDARP00000150243;ENSDARP00000152679;ENSDARP00000147129;ENSDARP00000153159;ENSDARP00000145386;ENSDARP00000156788;ENSDARP00000153171;	-
Danio_rerio	prdm9	ENSDARG00000005382	zf-C2H2	ENSDARP00000026323;	393876
Danio_rerio	pou2f3	ENSDARG00000052387	Pou	ENSDARP00000147783;ENSDARP00000044802;ENSDARP00000146427;	553427
Danio_rerio	FP074874.1	ENSDARG00000101883	zf-C2H2	ENSDARP00000130011;ENSDARP00000143045;ENSDARP00000146119;ENSDARP00000147653;	100002012
Danio_rerio	zgc:77151	ENSDARG00000054307	ARID	ENSDARP00000070955;	337153
Danio_rerio	BX005085.7	ENSDARG00000117076	zf-C2H2	ENSDARP00000147425;	560099
Danio_rerio	zbtb48	ENSDARG00000039263	ZBTB	ENSDARP00000156174;ENSDARP00000156174;ENSDARP00000114087;ENSDARP00000114087;	567773
Danio_rerio	znf1042	ENSDARG00000089814	zf-C2H2	ENSDARP00000126556;ENSDARP00000123467;	-
Danio_rerio	six1a	ENSDARG00000039304	Homeobox	ENSDARP00000057431;	494168
Danio_rerio	pbx3a	ENSDARG00000089262	Homeobox	ENSDARP00000155669;ENSDARP00000139961;ENSDARP00000090846;ENSDARP00000138297;	387532
Danio_rerio	junba	ENSDARG00000074378	TF_bZIP	ENSDARP00000125219;ENSDARP00000109347;	407086
Danio_rerio	nfil3-6	ENSDARG00000087188	TF_bZIP	ENSDARP00000111381;	431765
Danio_rerio	zmp:0000001228	ENSDARG00000086831	zf-C2H2	ENSDARP00000111096;	797319
Danio_rerio	hivep2a	ENSDARG00000039987	zf-C2H2	ENSDARP00000058501;ENSDARP00000117543;ENSDARP00000143639;	562048
Danio_rerio	lbx2	ENSDARG00000025131	Homeobox	ENSDARP00000029690;ENSDARP00000153066;	64276
Danio_rerio	tbx18	ENSDARG00000036930	T-box	ENSDARP00000094224;	572713
Danio_rerio	znf1107	ENSDARG00000113564	zf-C2H2	ENSDARP00000156950;ENSDARP00000127963;	-
Danio_rerio	si:ch73-109d9	ENSDARG00000103871	zf-C2H2	ENSDARP00000068236;	565042
Danio_rerio	si:dkey-253d23	ENSDARG00000071589	zf-C2H2	ENSDARP00000154207;ENSDARP00000128279;ENSDARP00000096722;ENSDARP00000154132;	100034432
Danio_rerio	bhlhe41	ENSDARG00000112123	bHLH	ENSDARP00000157016;	-
Danio_rerio	hmx1	ENSDARG00000111765	Homeobox	ENSDARP00000147937;	-
Danio_rerio	si:dkey-47k16	ENSDARG00000113005	zf-C2H2	ENSDARP00000141921;	-
Danio_rerio	zgc:173615	ENSDARG00000113780	zf-C2H2	ENSDARP00000133572;ENSDARP00000147334;	-
Danio_rerio	zgc:174314	ENSDARG00000100257	zf-C2H2	ENSDARP00000138103;	100007842
Danio_rerio	mier3b	ENSDARG00000116534	MYB	ENSDARP00000138603;	-
Danio_rerio	creb3l3b	ENSDARG00000090903	TF_bZIP	ENSDARP00000112226;	100538072
Danio_rerio	runx1	ENSDARG00000087646	Runt	ENSDARP00000112019;	58126
Danio_rerio	si:ch211-207i20	ENSDARG00000099986	zf-C2H2	ENSDARP00000132172;	568537
Danio_rerio	si:ch211-40k21	ENSDARG00000097546	THAP	ENSDARP00000128518;	504079
Danio_rerio	fev	ENSDARG00000009242	ETS	ENSDARP00000087775;ENSDARP00000145844;ENSDARP00000107018;	791175
Danio_rerio	erf	ENSDARG00000063417	ETS	ENSDARP00000115587;ENSDARP00000087088;	560416
Danio_rerio	pou3f2b	ENSDARG00000076262	Pou	ENSDARP00000087682;	30397
Danio_rerio	wu:fe05a04	ENSDARG00000087530	zf-C2H2	ENSDARP00000128871;	100007321
Danio_rerio	dmrt2b	ENSDARG00000070013	DM	ENSDARP00000093167;	558970
